"","eip"
"33055",0.34
"33056",0.27
"33057",0.12
"33058",0.02
"33059",0.34
"33060",0.22
"33061",0.05
"33062",0.1
"33063",0.21
"33064",0.13
"33065",0.08
"33066",0.11
"33067",0.07
"33068",0.25
"33069",0.21
"33070",0.26
"33071",0.34
"33072",0.87
"33073",0.29
"33074",0.72
"33075",0.62
"33076",0.23
"33077",0.29
"33078",0.32
"33079",0.43
"33080",0.31
"33081",0.31
"33082",0.32
"33083",0.22
"33084",0.33
"33085",0.25
"33086",0.42
"33087",0.42
"33088",1
"33089",0.33
"33090",0.28
"33091",0.58
"33092",0.35
"33093",0.18
"33094",0.35
"33095",0.45
"33096",0.39
"33097",0.29
"33098",0.54
"33099",0.23
"33100",0.31
"33101",0.38
"33102",0.19
"33103",0.29
"33104",0.28
"33105",0.35
"33106",0.28
"33107",0.23
"33108",0.17
"33109",0.36
"33110",0.32
"33111",0.38
"33112",0.25
"33113",0.24
"33114",0.51
"33115",0.19
"33116",0.36
"33117",0.29
"33118",0.42
"33119",0.39
"33120",0.45
"33121",0.27
"33122",0.72
"33123",0.23
"33124",0.41
"33125",0.41
"33126",0.38
"33127",0.62
"33128",0.41
"33129",0.29
"33130",0.32
"33131",0.45
"33132",0.45
"33133",0.25
"33134",0.67
"33135",0.31
"33136",0.23
"33137",0.28
"33138",0.74
"33139",0.33
"33140",0.4
"33141",0.29
"33142",0.32
"33143",0.4
"33144",0.4
"33145",0.67
"33146",0.34
"33147",0.36
"33148",0.17
"33149",0.41
"33150",0.35
"33151",0.28
"33152",0.49
"33153",0.25
"33154",0.11
"33155",0.09
"33156",0.07
"33157",0.31
"33158",0.07
"33159",0.12
"33160",0.25
"33161",0.22
"33162",0.29
"33163",0.17
"33164",0.06
"33165",0.36
"33166",0.15
"33167",0.2
"33168",0.35
"33169",0.18
"33170",0.24
"33171",0.31
"33172",0.3
"33173",0.16
"33174",0.2
"33175",0.09
"33176",0.24
"33177",0.55
"33178",0.22
"33179",0.19
"33180",0.11
"33181",0.16
"33182",0.16
"33183",0.23
"33184",0.24
"33185",0.34
"33186",0.15
"33187",0.07
"33188",0.24
"33189",0.44
"33190",0.15
"33191",0.16
"33192",0.32
"33193",0.18
"33194",0.18
"33195",0.23
"33196",0.21
"33197",0.34
"33198",0.09
"33199",0.14
"33200",0.31
"33201",0.39
"33202",0.19
"33203",0.1
"33204",0.14
"33205",0.14
"33206",0.1
"33207",0.03
"33208",0.14
"33209",0.17
"33210",0.18
"33211",0.12
"33212",0.22
"33213",0.17
"33214",0.14
"33215",0.13
"33216",0.27
"33217",0.07
"33218",0.12
"33219",0.33
"33220",0.28
"33221",0.09
"33222",0.12
"33223",0.26
"33224",0.33
"33225",0.2
"33226",0.16
"33227",0.09
"33228",0.13
"33229",0.45
"33230",0.14
"33231",0.22
"33232",0.16
"33233",0.12
"33234",0.15
"33235",0.37
"33236",0.06
"33237",0.25
"33238",0.15
"33239",0.14
"33240",0.11
"33241",0.11
"33242",0.06
"33243",0.1
"33244",0.11
"33245",0.11
"33246",0.11
"33247",0.16
"33248",0.28
"33249",0.37
"33250",0.15
"33251",0.16
"33252",0.14
"33253",0.09
"33254",0.14
"33255",0.1
"33256",0.06
"33257",0.13
"33258",0.11
"33259",0.11
"33260",0.22
"33261",0.14
"33262",0.37
"33263",0.08
"33264",0.2
"33265",0.06
"33266",0.23
"33267",0.2
"33268",0.14
"33269",0.26
"33270",0.35
"33271",0.12
"33272",0.06
"33273",0.82
"33274",0.42
"33275",0.28
"33276",0.15
"33277",0.41
"33278",0.09
"33279",0.17
"33280",0.08
"33281",0.1
"33282",0.53
"33283",0.2
"33284",0.3
"33285",0.03
"33286",0.11
"33287",0.16
"33288",0.57
"33289",0.16
"33290",0.15
"33291",0.17
"33292",0.11
"33293",0.14
"33294",0.04
"33295",0.17
"33296",0.28
"33297",0.19
"33298",0.07
"33299",0.21
"33300",0.22
"33301",0.15
"33302",0.28
"33303",0.05
"33304",0.1
"33305",0.29
"33306",0.07
"33307",0.09
"33308",0.14
"33309",0.38
"33310",0.11
"33311",0.08
"33312",0.26
"33313",0.13
"33314",0.16
"33315",0.05
"33316",0.15
"33317",0.12
"33318",0.02
"33319",0.17
"33320",0.18
"33321",0.38
"33322",0.1
"33323",0.09
"33324",0.03
"33325",0.13
"33326",0.35
"33327",0.75
"33328",0.37
"33329",0.55
"33330",0.46
"33331",0.59
"33332",0.4
"33333",0.38
"33334",0.31
"33335",0.34
"33336",0.4
"33337",0.28
"33338",0.51
"33339",0.3
"33340",0.24
"33341",0.33
"33342",0.6
"33343",0.29
"33344",0.41
"33345",0.38
"33346",0.2
"33347",0.21
"33348",0.36
"33349",0.41
"33350",0.48
"33351",0.5
"33352",0.31
"33353",0.64
"33354",0.32
"33355",0.34
"33356",0.3
"33357",0.6
"33358",0.31
"33359",0.29
"33360",0.35
"33361",0.27
"33362",0.28
"33363",0.34
"33364",0.22
"33365",0.7
"33366",0.46
"33367",0.28
"33368",0.61
"33369",0.38
"33370",0.38
"33371",0.38
"33372",0.57
"33373",0.49
"33374",0.7
"33375",0.29
"33376",0.45
"33377",0.31
"33378",0.62
"33379",0.63
"33380",0.29
"33381",0.4
"33382",0.39
"33383",0.63
"33384",0.22
"33385",0.29
"33386",0.41
"33387",0.36
"33388",0.49
"33389",0.41
"33390",0.55
"33391",0.4
"33392",0.58
"33393",0.25
"33394",0.28
"33395",0.74
"33396",0.72
"33397",0.26
"33398",0.55
"33399",0.5
"33400",0.62
"33401",0.27
"33402",0.42
"33403",0.63
"33404",0.37
"33405",0.42
"33406",0.31
"33407",0.38
"33408",0.52
"33409",0.23
"33410",0.48
"33411",0.44
"33412",0.11
"33413",0.23
"33414",0.23
"33415",0.37
"33416",0.09
"33417",0.21
"33418",0.15
"33419",0.14
"33420",0.23
"33421",0.23
"33422",0.04
"33423",0.16
"33424",0.37
"33425",0.11
"33426",0.35
"33427",0.23
"33428",0.18
"33429",0.18
"33430",0.23
"33431",0.26
"33432",0.24
"33433",0.05
"33434",0.26
"33435",0.17
"33436",0.08
"33437",0.14
"33438",0.23
"33439",0.77
"33440",0.3
"33441",0.13
"33442",0.29
"33443",0.24
"33444",0.35
"33445",0.14
"33446",0.11
"33447",0.26
"33448",0.16
"33449",0.31
"33450",0.32
"33451",0.27
"33452",0.15
"33453",0.17
"33454",0.18
"33455",0.16
"33456",0.15
"33457",0.11
"33458",0.2
"33459",0.15
"33460",0.34
"33461",0.39
"33462",0.27
"33463",0.21
"33464",0.2
"33465",0.37
"33466",0.17
"33467",0.12
"33468",0.28
"33469",0.32
"33470",0.2
"33471",0.18
"33472",0.18
"33473",0.19
"33474",0.13
"33475",0.27
"33476",0.2
"33477",0.17
"33478",0.31
"33479",0.11
"33480",0.14
"33481",0.14
"33482",0.26
"33483",0.08
"33484",0.13
"33485",0.23
"33486",0.19
"33487",0.12
"33488",0.2
"33489",0.11
"33490",0.09
"33491",0.15
"33492",0.09
"33493",0.15
"33494",0.16
"33495",0.1
"33496",0.16
"33497",0.14
"33498",0.15
"33499",0.16
"33500",0.23
"33501",0.36
"33502",0.25
"33503",0.13
"33504",0.17
"33505",0.2
"33506",0.08
"33507",0.07
"33508",0.26
"33509",0.16
"33510",0.11
"33511",0.14
"33512",0.14
"33513",0.09
"33514",0.07
"33515",0.14
"33516",0.19
"33517",0.49
"33518",0.23
"33519",0.16
"33520",0.15
"33521",0.08
"33522",0.22
"33523",0.13
"33524",0.07
"33525",0.32
"33526",0.29
"33527",0.1
"33528",0.11
"33529",0.06
"33530",0.16
"33531",0.12
"33532",0.1
"33533",0.15
"33534",0.16
"33535",0.15
"33536",0.18
"33537",0.23
"33538",0.23
"33539",0.38
"33540",0.49
"33541",0.34
"33542",0.21
"33543",0.07
"33544",0.13
"33545",0.15
"33546",0.13
"33547",0.24
"33548",0.16
"33549",0.09
"33550",0.07
"33551",0.33
"33552",0.09
"33553",0.16
"33554",0.11
"33555",0.19
"33556",0.2
"33557",0.14
"33558",0.14
"33559",0.13
"33560",0.05
"33561",0.09
"33562",0.19
"33563",0.16
"33564",0.2
"33565",0.26
"33566",0.16
"33567",0.11
"33568",0.44
"33569",0.11
"33570",0.34
"33571",0.11
"33572",0.29
"33573",0.04
"33574",0.23
"33575",0.09
"33576",0.03
"33577",0.11
"33578",0.1
"33579",0.26
"33580",0.15
"33581",0.15
"33582",0.16
"33583",0.1
"33584",0.41
"33585",0.31
"33586",0.86
"33587",0.75
"33588",0.4
"33589",0.35
"33590",0.41
"33591",0.44
"33592",0.4
"33593",0.69
"33594",0.31
"33595",0.54
"33596",0.53
"33597",0.53
"33598",0.59
"33599",0.81
"33600",0.46
"33601",0.49
"33602",0.42
"33603",0.37
"33604",0.59
"33605",0.32
"33606",0.3
"33607",0.35
"33608",0.21
"33609",0.43
"33610",0.36
"33611",0.45
"33612",0.42
"33613",0.49
"33614",0.37
"33615",0.47
"33616",0.59
"33617",0.52
"33618",0.48
"33619",0.41
"33620",0.47
"33621",0.45
"33622",0.75
"33623",0.31
"33624",0.53
"33625",0.89
"33626",0.45
"33627",0.38
"33628",0.53
"33629",0.42
"33630",0.37
"33631",0.26
"33632",0.34
"33633",0.52
"33634",0.38
"33635",0.44
"33636",0.43
"33637",0.3
"33638",0.41
"33639",0.59
"33640",0.47
"33641",0.37
"33642",0.59
"33643",0.58
"33644",0.32
"33645",0.64
"33646",0.38
"33647",0.45
"33648",0.38
"33649",0.34
"33650",0.8
"33651",0.73
"33652",0.69
"33653",0.31
"33654",0.5
"33655",0.22
"33656",0.6
"33657",0.38
"33658",0.4
"33659",0.35
"33660",0.27
"33661",0.46
"33662",0.32
"33663",0.45
"33664",0.41
"33665",0.34
"33666",0.41
"33667",0.32
"33668",0.5
"33669",0.48
"33670",0.48
"33671",0.12
"33672",0.13
"33673",0.3
"33674",0.11
"33675",0.27
"33676",0.42
"33677",0.56
"33678",0.06
"33679",0.52
"33680",0.26
"33681",0.03
"33682",0.13
"33683",0.31
"33684",0.16
"33685",0.16
"33686",0.7
"33687",0.34
"33688",0.24
"33689",0.48
"33690",0.61
"33691",0.23
"33692",0.34
"33693",0.3
"33694",0.18
"33695",0.07
"33696",0.16
"33697",0.08
"33698",0.13
"33699",0.19
"33700",0.11
"33701",0.12
"33702",0.26
"33703",0.18
"33704",0.18
"33705",0.31
"33706",0.13
"33707",0.34
"33708",0.17
"33709",0.16
"33710",0.14
"33711",0.11
"33712",0.17
"33713",0.2
"33714",0.18
"33715",0.07
"33716",0.37
"33717",0.39
"33718",0.14
"33719",0.11
"33720",0.07
"33721",0.09
"33722",0.26
"33723",0.12
"33724",0.16
"33725",0.13
"33726",0.11
"33727",0.58
"33728",0.26
"33729",0.16
"33730",0.22
"33731",0.13
"33732",0.11
"33733",0.17
"33734",0.24
"33735",0.05
"33736",0.4
"33737",0.1
"33738",0.33
"33739",0.05
"33740",0.09
"33741",0.12
"33742",0.08
"33743",0.22
"33744",0.37
"33745",0.18
"33746",0.19
"33747",0.22
"33748",0.11
"33749",0.1
"33750",0.15
"33751",0.16
"33752",0.08
"33753",0.09
"33754",0.23
"33755",0.13
"33756",0.05
"33757",0.05
"33758",0.1
"33759",0.17
"33760",0.15
"33761",0.1
"33762",0.08
"33763",0.05
"33764",0.06
"33765",0.06
"33766",0.14
"33767",0.07
"33768",0.1
"33769",0.1
"33770",0.06
"33771",0.28
"33772",0.11
"33773",0.09
"33774",0.2
"33775",0.23
"33776",0.25
"33777",0.42
"33778",0.16
"33779",0.12
"33780",0.53
"33781",0.43
"33782",0.13
"33783",0.09
"33784",0.05
"33785",0.11
"33786",0.21
"33787",0.11
"33788",0.25
"33789",0.02
"33790",0.13
"33791",0.12
"33792",0.09
"33793",0.07
"33794",0.08
"33795",0.14
"33796",0.19
"33797",0.17
"33798",0.18
"33799",0.51
"33800",0.06
"33801",0.33
"33802",0.03
"33803",0.13
"33804",0.18
"33805",0.37
"33806",0.1
"33807",0.27
"33808",0.23
"33809",0.18
"33810",0.23
"33811",0.1
"33812",0.17
"33813",0.08
"33814",0.13
"33815",0.15
"33816",0.09
"33817",0.08
"33818",0.06
"33819",0.69
"33820",0.15
"33821",0.08
"33822",1
"33823",0.5
"33824",0.13
"33825",0.14
"33826",0.17
"33827",0.41
"33828",0.35
"33829",0.41
"33830",0.07
"33831",0.06
"33832",0.21
"33833",0.22
"33834",0.13
"33835",0.02
"33836",0.06
"33837",0.01
"33838",0.27
"33839",0.49
"33840",0.08
"33841",0.02
"33842",0.11
"33843",0.2
"33844",0.26
"33845",0.43
"33846",0.2
"33847",0.5
"33848",0.63
"33849",0.57
"33850",0.22
"33851",0.18
"33852",0.24
"33853",0.27
"33854",0.38
"33855",0.34
"33856",0.53
"33857",0.82
"33858",0.27
"33859",0.27
"33860",0.27
"33861",0.23
"33862",0.31
"33863",0.31
"33864",0.68
"33865",0.24
"33866",0.53
"33867",0.32
"33868",0.36
"33869",0.26
"33870",0.4
"33871",0.46
"33872",0.35
"33873",0.71
"33874",0.3
"33875",0.51
"33876",0.24
"33877",0.23
"33878",0.32
"33879",0.72
"33880",0.56
"33881",0.26
"33882",0.35
"33883",0.32
"33884",0.22
"33885",0.24
"33886",0.34
"33887",0.32
"33888",0.42
"33889",0.26
"33890",0.47
"33891",0.16
"33892",0.18
"33893",0.26
"33894",0.25
"33895",0.15
"33896",0.47
"33897",0.59
"33898",0.38
"33899",0.67
"33900",0.31
"33901",0.26
"33902",0.28
"33903",0.72
"33904",0.46
"33905",0.47
"33906",0.33
"33907",0.79
"33908",0.13
"33909",0.26
"33910",0.16
"33911",0.21
"33912",0.31
"33913",0.31
"33914",0.28
"33915",0.33
"33916",0.27
"33917",0.62
"33918",0.19
"33919",0.26
"33920",0.29
"33921",0.75
"33922",0.15
"33923",0.25
"33924",0.24
"33925",0.7
"33926",0.18
"33927",0.36
"33928",0.61
"33929",0.3
"33930",0.47
"33931",0.09
"33932",0.18
"33933",0.23
"33934",0.45
"33935",0.14
"33936",0.27
"33937",0.12
"33938",0.12
"33939",0.12
"33940",0.38
"33941",0.02
"33942",0.13
"33943",0.28
"33944",0.21
"33945",0.43
"33946",0.18
"33947",0.15
"33948",0.17
"33949",0.12
"33950",0.16
"33951",0.63
"33952",0.12
"33953",0.33
"33954",0.2
"33955",0.22
"33956",0.26
"33957",0.17
"33958",0.26
"33959",0.18
"33960",0.21
"33961",0.21
"33962",0.32
"33963",0.18
"33964",0.13
"33965",0.13
"33966",0.11
"33967",0.15
"33968",0.29
"33969",0.29
"33970",0.26
"33971",0.48
"33972",0.18
"33973",0.31
"33974",0.15
"33975",0.18
"33976",0.34
"33977",0.14
"33978",0.09
"33979",0.15
"33980",0.38
"33981",0.52
"33982",0.18
"33983",0.15
"33984",0.24
"33985",0.2
"33986",0.13
"33987",0.25
"33988",0.23
"33989",0.22
"33990",0.16
"33991",0.14
"33992",0.12
"33993",0.21
"33994",0.16
"33995",0.14
"33996",0.09
"33997",0.22
"33998",0.14
"33999",0.21
"34000",0.21
"34001",0.19
"34002",0.18
"34003",0.45
"34004",0.14
"34005",0.28
"34006",0.11
"34007",0.14
"34008",0.12
"34009",0.12
"34010",0.11
"34011",0.12
"34012",0.17
"34013",0.18
"34014",0.3
"34015",0.19
"34016",0.15
"34017",0.22
"34018",0.11
"34019",0.34
"34020",0.12
"34021",0.18
"34022",0.13
"34023",0.16
"34024",0.18
"34025",0.1
"34026",0.19
"34027",0.29
"34028",0.47
"34029",0.12
"34030",0.14
"34031",0.13
"34032",0.27
"34033",0.07
"34034",0.13
"34035",0.16
"34036",0.25
"34037",0.39
"34038",0.15
"34039",0.19
"34040",0.06
"34041",0.22
"34042",0.21
"34043",0.14
"34044",0.18
"34045",0.42
"34046",0.19
"34047",0.04
"34048",0.08
"34049",0.17
"34050",0.15
"34051",0.16
"34052",0.22
"34053",0.12
"34054",0.41
"34055",0.13
"34056",0.06
"34057",0.09
"34058",0.13
"34059",0.09
"34060",0.14
"34061",0.16
"34062",0.02
"34063",0.08
"34064",0.17
"34065",0.28
"34066",0.29
"34067",0.17
"34068",0.1
"34069",0.13
"34070",0.51
"34071",0.21
"34072",0.14
"34073",0.27
"34074",0.15
"34075",0.17
"34076",0.08
"34077",0.05
"34078",0.11
"34079",0.05
"34080",0.14
"34081",0.11
"34082",0.51
"34083",0.14
"34084",0.16
"34085",0.36
"34086",0.22
"34087",0.23
"34088",0.15
"34089",0.35
"34090",0.13
"34091",0.2
"34092",0.11
"34093",0.23
"34094",0.3
"34095",0.06
"34096",0.31
"34097",0.1
"34098",0.15
"34099",0.21
"34100",0.07
"34101",0.49
"34102",0.18
"34103",0.45
"34104",0.42
"34105",0.55
"34106",0.33
"34107",0.51
"34108",0.77
"34109",0.48
"34110",0.33
"34111",0.65
"34112",0.62
"34113",0.39
"34114",0.57
"34115",0.4
"34116",0.32
"34117",0.29
"34118",0.48
"34119",0.54
"34120",0.36
"34121",0.69
"34122",0.45
"34123",0.7
"34124",0.58
"34125",0.55
"34126",0.56
"34127",0.32
"34128",0.42
"34129",0.25
"34130",0.26
"34131",0.57
"34132",0.7
"34133",0.41
"34134",0.71
"34135",0.5
"34136",0.43
"34137",0.4
"34138",0.4
"34139",0.4
"34140",0.57
"34141",0.3
"34142",0.46
"34143",0.31
"34144",0.34
"34145",0.32
"34146",0.27
"34147",0.58
"34148",0.44
"34149",0.49
"34150",0.42
"34151",0.33
"34152",0.47
"34153",0.35
"34154",0.56
"34155",0.25
"34156",0.42
"34157",0.37
"34158",0.59
"34159",0.29
"34160",0.53
"34161",0.56
"34162",0.36
"34163",0.33
"34164",0.44
"34165",0.34
"34166",0.43
"34167",0.41
"34168",0.71
"34169",0.26
"34170",0.28
"34171",0.32
"34172",0.35
"34173",0.41
"34174",0.42
"34175",0.44
"34176",0.25
"34177",0.91
"34178",0.46
"34179",0.28
"34180",0.32
"34181",0.44
"34182",0.34
"34183",0.57
"34184",0.41
"34185",0.32
"34186",0.33
"34187",0.39
"34188",0.41
"34189",0.32
"34190",0.4
"34191",0.53
"34192",0.1
"34193",0.16
"34194",0.15
"34195",0.15
"34196",0.08
"34197",0.17
"34198",0.2
"34199",0.23
"34200",0.13
"34201",0.11
"34202",0.07
"34203",0.2
"34204",0.09
"34205",0.14
"34206",0.14
"34207",0.15
"34208",0.44
"34209",0.22
"34210",0.21
"34211",0.19
"34212",0.25
"34213",0.11
"34214",0.22
"34215",0.5
"34216",0.25
"34217",0.17
"34218",0.34
"34219",0.2
"34220",0.19
"34221",0.31
"34222",0.21
"34223",0.62
"34224",0.18
"34225",0.41
"34226",0.4
"34227",0.67
"34228",0.15
"34229",0.2
"34230",0.34
"34231",0.41
"34232",0.27
"34233",0.3
"34234",0.22
"34235",0.23
"34236",0.16
"34237",0.34
"34238",0.13
"34239",0.26
"34240",0.09
"34241",0.11
"34242",0.2
"34243",0.11
"34244",0.14
"34245",0.07
"34246",0.11
"34247",0.53
"34248",0.86
"34249",0.12
"34250",0.14
"34251",0.15
"34252",0.19
"34253",0.11
"34254",0.14
"34255",0.08
"34256",0.17
"34257",0.26
"34258",0.09
"34259",0.17
"34260",0.09
"34261",0.66
"34262",0.15
"34263",0.26
"34264",0.25
"34265",0.13
"34266",0.19
"34267",0.14
"34268",0.21
"34269",0.18
"34270",0.14
"34271",0.13
"34272",0.12
"34273",0.11
"34274",0.24
"34275",0.05
"34276",0.1
"34277",0.24
"34278",0.17
"34279",0.08
"34280",0.33
"34281",0.48
"34282",0.19
"34283",0.04
"34284",0.3
"34285",0.1
"34286",0.17
"34287",0.27
"34288",0.16
"34289",0.16
"34290",0.15
"34291",0.09
"34292",0.11
"34293",0.1
"34294",0.1
"34295",0.29
"34296",0.1
"34297",0.2
"34298",0.16
"34299",0.15
"34300",0.18
"34301",0.14
"34302",0.24
"34303",0.17
"34304",0.03
"34305",0.13
"34306",0.12
"34307",0.17
"34308",0.31
"34309",0.27
"34310",0.13
"34311",0.21
"34312",0.15
"34313",0.2
"34314",0.34
"34315",0.43
"34316",0.06
"34317",0.15
"34318",0.1
"34319",0.4
"34320",0.11
"34321",0.19
"34322",0.27
"34323",0.03
"34324",0.13
"34325",0.18
"34326",0.29
"34327",0.18
"34328",0.31
"34329",0.11
"34330",0.27
"34331",0.23
"34332",0.15
"34333",0.42
"34334",0.28
"34335",0.1
"34336",0.34
"34337",0.09
"34338",0.11
"34339",0.16
"34340",0.06
"34341",0.09
"34342",0.37
"34343",0.29
"34344",0.48
"34345",0.1
"34346",0.13
"34347",0.08
"34348",0.15
"34349",0.01
"34350",0.37
"34351",0.19
"34352",0.12
"34353",0.07
"34354",0.16
"34355",0.16
"34356",0.06
"34357",0.53
"34358",0.14
"34359",0.19
"34360",0.11
"34361",0.11
"34362",0.08
"34363",0.18
"34364",0.32
"34365",0.51
"34366",0.37
"34367",0.46
"34368",0.33
"34369",0.81
"34370",0.66
"34371",0.34
"34372",0.36
"34373",0.39
"34374",0.42
"34375",0.72
"34376",0.29
"34377",0.69
"34378",0.62
"34379",0.21
"34380",0.42
"34381",0.36
"34382",0.25
"34383",0.32
"34384",0.47
"34385",0.64
"34386",0.25
"34387",0.38
"34388",0.32
"34389",0.58
"34390",0.22
"34391",0.39
"34392",0.32
"34393",0.69
"34394",0.38
"34395",0.65
"34396",0.35
"34397",0.47
"34398",0.6
"34399",0.35
"34400",0.28
"34401",0.36
"34402",0.33
"34403",0.47
"34404",0.47
"34405",0.35
"34406",0.62
"34407",0.63
"34408",0.39
"34409",0.25
"34410",0.41
"34411",0.26
"34412",0.21
"34413",0.41
"34414",0.35
"34415",0.38
"34416",0.25
"34417",0.53
"34418",0.52
"34419",0.84
"34420",0.68
"34421",0.74
"34422",0.23
"34423",0.53
"34424",0.32
"34425",0.69
"34426",0.35
"34427",0.26
"34428",0.3
"34429",0.33
"34430",0.71
"34431",0.4
"34432",0.46
"34433",0.41
"34434",0.31
"34435",0.39
"34436",0.33
"34437",0.25
"34438",0.46
"34439",0.33
"34440",0.39
"34441",0.37
"34442",0.34
"34443",0.32
"34444",0.45
"34445",0.31
"34446",0.34
"34447",0.35
"34448",0.6
"34449",0.41
"34450",0.44
"34451",0.33
"34452",0.37
"34453",0.75
"34454",0.16
"34455",0.2
"34456",0.08
"34457",0.49
"34458",0.09
"34459",0.08
"34460",0.2
"34461",0.31
"34462",0.37
"34463",0.09
"34464",0.06
"34465",0.23
"34466",0.13
"34467",0.14
"34468",0.51
"34469",0.17
"34470",0.21
"34471",0.42
"34472",0.69
"34473",0.22
"34474",0.52
"34475",0.2
"34476",0.3
"34477",0.72
"34478",0.23
"34479",0.25
"34480",0.16
"34481",0.4
"34482",0.67
"34483",0.16
"34484",0.49
"34485",0.55
"34486",0.34
"34487",0.16
"34488",0.17
"34489",0.42
"34490",0.26
"34491",0.18
"34492",0.38
"34493",0.23
"34494",0.32
"34495",0.09
"34496",0.16
"34497",0.11
"34498",0.19
"34499",0.15
"34500",0.19
"34501",0.15
"34502",0.25
"34503",0.09
"34504",0.07
"34505",0.13
"34506",0.11
"34507",0.15
"34508",0.09
"34509",0.11
"34510",0.07
"34511",0.08
"34512",0.27
"34513",0.1
"34514",0.19
"34515",0.32
"34516",0.17
"34517",0.13
"34518",0.27
"34519",0.36
"34520",0.1
"34521",0.37
"34522",0.17
"34523",0.14
"34524",0.22
"34525",0.15
"34526",0.15
"34527",0.19
"34528",0.41
"34529",0.18
"34530",0.29
"34531",0.18
"34532",0.15
"34533",0.12
"34534",0.3
"34535",0.13
"34536",0.1
"34537",0.12
"34538",0.19
"34539",0.09
"34540",0.16
"34541",0.21
"34542",0.22
"34543",0.19
"34544",0.09
"34545",0.14
"34546",0.17
"34547",0.19
"34548",0.17
"34549",0.24
"34550",0.18
"34551",0.96
"34552",0.29
"34553",0.05
"34554",0.77
"34555",0.29
"34556",0.13
"34557",0.07
"34558",0.2
"34559",0.27
"34560",0.29
"34561",0.15
"34562",0.1
"34563",0.08
"34564",0.17
"34565",0.14
"34566",0.09
"34567",0.12
"34568",0.19
"34569",0.17
"34570",0.07
"34571",0.13
"34572",0.06
"34573",0.09
"34574",0.07
"34575",0.28
"34576",0.24
"34577",0.2
"34578",0.12
"34579",0.21
"34580",0.09
"34581",0.14
"34582",0.11
"34583",0.08
"34584",0.09
"34585",0.04
"34586",0.2
"34587",0.34
"34588",0.21
"34589",0.22
"34590",0.19
"34591",0.23
"34592",0.24
"34593",0.41
"34594",0.14
"34595",0.15
"34596",0.18
"34597",0.1
"34598",0.15
"34599",0.33
"34600",0.57
"34601",0.1
"34602",0.11
"34603",0.13
"34604",0.27
"34605",0.34
"34606",0.27
"34607",0.05
"34608",0.16
"34609",0.12
"34610",0.16
"34611",0.16
"34612",0.18
"34613",0.14
"34614",0.11
"34615",0.04
"34616",0.13
"34617",0.13
"34618",0.16
"34619",0.06
"34620",0.05
"34621",0.12
"34622",0.21
"34623",0.09
"34624",0.07
"34625",0.07
"34626",0.74
"34627",0.29
"34628",0.78
"34629",0.43
"34630",0.52
"34631",0.38
"34632",0.3
"34633",0.38
"34634",0.44
"34635",0.4
"34636",0.55
"34637",0.27
"34638",0.36
"34639",0.52
"34640",0.28
"34641",0.89
"34642",0.58
"34643",0.48
"34644",0.52
"34645",0.54
"34646",0.34
"34647",0.46
"34648",0.39
"34649",0.44
"34650",0.42
"34651",0.64
"34652",0.33
"34653",0.29
"34654",0.27
"34655",0.41
"34656",0.9
"34657",0.49
"34658",0.62
"34659",0.35
"34660",0.27
"34661",0.58
"34662",0.67
"34663",0.62
"34664",0.35
"34665",0.59
"34666",0.32
"34667",0.38
"34668",0.37
"34669",0.57
"34670",0.42
"34671",0.68
"34672",0.62
"34673",0.59
"34674",0.56
"34675",0.53
"34676",0.62
"34677",0.29
"34678",0.35
"34679",0.3
"34680",0.27
"34681",0.4
"34682",0.44
"34683",0.42
"34684",0.21
"34685",0.34
"34686",0.42
"34687",0.31
"34688",0.31
"34689",0.42
"34690",0.51
"34691",0.5
"34692",0.32
"34693",0.23
"34694",0.23
"34695",0.34
"34696",0.43
"34697",0.3
"34698",0.38
"34699",0.33
"34700",0.24
"34701",0.65
"34702",0.63
"34703",0.48
"34704",0.29
"34705",0.28
"34706",0.43
"34707",0.37
"34708",0.19
"34709",0.3
"34710",0.4
"34711",0.31
"34712",0.78
"34713",0.45
"34714",0.2
"34715",0.32
"34716",0.3
"34717",0.14
"34718",0.21
"34719",0.08
"34720",0.35
"34721",0.16
"34722",0.15
"34723",0.21
"34724",0.2
"34725",0.17
"34726",0.17
"34727",0.06
"34728",0.12
"34729",0.18
"34730",0.41
"34731",0.13
"34732",0.22
"34733",0.24
"34734",0.52
"34735",0.22
"34736",0.11
"34737",0.64
"34738",0.11
"34739",0.37
"34740",0.27
"34741",0.35
"34742",0.28
"34743",0.36
"34744",0.2
"34745",0.3
"34746",0.39
"34747",0.25
"34748",0.3
"34749",0.25
"34750",0.27
"34751",0.12
"34752",0.14
"34753",0.09
"34754",0.43
"34755",0.23
"34756",0.2
"34757",0.27
"34758",0.15
"34759",0.21
"34760",0.14
"34761",0.18
"34762",0.33
"34763",0.14
"34764",0.13
"34765",0.12
"34766",0.09
"34767",0.21
"34768",0.15
"34769",0.16
"34770",0.41
"34771",0.21
"34772",0.25
"34773",0.12
"34774",0.22
"34775",0.13
"34776",0.09
"34777",0.17
"34778",0.35
"34779",0.27
"34780",0.1
"34781",0.13
"34782",0.09
"34783",0.23
"34784",0.16
"34785",0.15
"34786",0.26
"34787",0.12
"34788",0.18
"34789",0.1
"34790",0.13
"34791",0.14
"34792",0.12
"34793",0.11
"34794",0.18
"34795",0.1
"34796",0.11
"34797",0.08
"34798",0.15
"34799",0.08
"34800",0.19
"34801",0.07
"34802",0.15
"34803",0.1
