"","eip"
"949",0.26
"950",0.11
"951",0.17
"952",0.51
"953",0.55
"954",0.13
"955",0.18
"956",0.27
"957",0.14
"958",0.35
"959",0.13
"960",0.18
"961",0.08
"962",0.91
"963",0.44
"964",0.99
"965",0.82
"966",0.58
"967",0.91
"968",0.79
"969",0.94
"970",0.93
"971",0.53
"972",0.29
"973",0.19
"974",0.24
"975",0.36
"976",0.31
"977",0.11
"978",0.83
"979",0.4
"980",0.17
"981",0.15
"982",0.16
"983",0.17
"984",0.18
"985",0.17
"986",0.38
"987",0.9
"988",0.12
"989",0.83
"990",0.26
"991",0.14
"992",0.64
"993",0.81
"994",0.15
"995",0.13
"996",0.98
"997",0.59
"998",0.34
"999",0.29
"1000",0.18
"1001",0.2
"1002",0.65
"1003",0.11
"1004",0.53
"1005",0.21
"1006",0.51
"1007",0.09
"1008",0.09
"1009",0.16
"1010",0.33
"1011",0.09
"1012",0.22
"1013",0.09
"1014",0.46
"1015",0.28
"1016",0.2
"1017",0.82
"1018",0.45
"1019",0.29
"1020",0.3
"1021",0.28
"1022",0.55
"1023",0.19
"1024",0.38
"1025",0.28
"1026",0.8
"1027",0.22
"1028",0.19
"1029",0.71
"1030",0.1
"1031",0.11
"1032",0.13
"1033",0.07
"1034",0.4
"1035",0.15
"1036",0.11
"1037",0.7
"1038",0.4
"1039",0.17
"1040",0.71
"1041",0.75
"1042",0.12
"1043",0.75
"1044",0.18
"1045",0.16
"1046",0.1
"1047",0.25
"1048",0.06
"1049",0.1
"1050",0.07
"1051",0.36
"1052",0.08
"1053",0.1
"1054",0.16
"1055",0.12
"1056",0.21
"1057",0.06
"1058",0.21
"1059",0.12
"1060",0.16
"1061",0.15
"1062",0.35
"1063",0.5
"1064",0.11
"1065",0.07
"1066",0.39
"1067",0.28
"1068",0.25
"1069",0.31
"1070",0.73
"1071",0.27
"1072",0.16
"1073",0.11
"1074",0.09
"1075",0.23
"1076",0.76
"1077",0.5
"1078",0.31
"1079",0.66
"1080",0.1
"1081",0.37
"1082",0.2
"1083",0.84
"1084",0.48
"1085",0.22
"1086",0.23
"1087",0.19
"1088",0.38
"1089",0.94
"1090",0.19
"1091",0.14
"1092",0.22
"1093",0.15
"1094",0.37
"1095",0.11
"1096",0.25
"1097",0.08
"1098",0.29
"1099",0.71
"1100",0.38
"1101",0.61
"1102",0.16
"1103",0.18
"1104",0.29
"1105",0.37
"1106",0.17
"1107",0.18
"1108",0.15
"1109",0.18
"1110",0.93
"1111",0.24
"1112",0.09
"1113",0.13
"1114",0.19
"1115",0.16
"1116",0.13
"1117",0.24
"1118",0.23
"1119",0.57
"1120",0.09
"1121",0.18
"1122",0.23
"1123",0.16
"1124",0.13
"1125",0.12
"1126",0.26
"1127",0.76
"1128",0.53
"1129",0.24
"1130",0.07
"1131",0.31
"1132",0.09
"1133",0.1
"1134",0.13
"1135",0.18
"1136",0.21
"1137",0.16
"1138",0.22
"1139",0.1
"1140",0.66
"1141",0.16
"1142",0.09
"1143",0.14
"1144",0.52
"1145",0.19
"1146",0.08
"1147",0.16
"1148",0.25
"1149",0.14
"1150",0.14
"1151",0.17
"1152",0.27
"1153",0.34
"1154",0.11
"1155",0.13
"1156",0.36
"1157",0.49
"1158",0.33
"1159",0.14
"1160",0.65
"1161",0.34
"1162",0.52
"1163",0.16
"1164",0.14
"1165",0.51
"1166",0.13
"1167",0.32
"1168",0.62
"1169",0.12
"1170",0.87
"1171",0.12
"1172",0.19
"1173",0.45
"1174",0.32
"1175",0.76
"1176",0.6
"1177",0.34
"1178",0.61
"1179",0.45
"1180",0.19
"1181",0.16
"1182",0.56
"1183",0.12
"1184",0.14
"1185",0.12
"1186",0.12
"1187",0.07
"1188",0.64
"1189",0.11
"1190",0.08
"1191",0.11
"1192",0.11
"1193",0.12
"1194",0.11
"1195",0.6
"1196",0.21
"1197",0.17
"1198",0.34
"1199",0.13
"1200",0.09
"1201",0.14
"1202",0.1
"1203",0.34
"1204",0.34
"1205",0.24
"1206",0.12
"1207",0.21
"1208",0.32
"1209",0.24
"1210",0.18
"1211",0.08
"1212",0.08
"1213",0.06
"1214",0.09
"1215",0.37
"1216",0.51
"1217",0.17
"1218",0.84
"1219",0.06
"1220",0.16
"1221",1
"1222",0.79
"1223",1
"1224",0.99
"1225",1
"1226",0.14
"1227",0.61
"1228",0.31
"1229",0.32
"1230",0.17
"1231",0.1
"1232",0.28
"1233",0.46
"1234",0.22
"1235",0.61
"1236",0.23
"1237",0.36
"1238",0.13
"1239",0.16
"1240",0.12
"1241",0.26
"1242",0.15
"1243",0.34
"1244",0.19
"1245",0.25
"1246",0.07
"1247",0.31
"1248",0.12
"1249",0.81
"1250",0.17
"1251",0.18
"1252",0.26
"1253",0.26
"1254",0.17
"1255",0.1
"1256",0.08
"1257",0.71
"1258",0.25
"1259",0.36
"1260",0.15
"1261",0.16
"1262",0.23
"1263",0.2
"1264",0.78
"1265",0.52
"1266",0.12
"1267",0.86
"1268",0.32
"1269",0.12
"1270",0.86
"1271",0.67
"1272",0.78
"1273",0.73
"1274",0.99
"1275",1
"1276",0.45
"1277",0.8
"1278",0.7
"1279",0.07
"1280",0
"1281",0.32
"1282",0.1
"1283",0.03
"1284",0
"1285",0.15
"1286",0
"1287",0.16
"1288",0.02
"1289",0.15
"1290",0.01
"1291",0.03
"1292",0.18
"1293",0.07
"1294",0.31
"1295",0.48
"1296",0.13
"1297",0.19
"1298",0.09
"1299",0.19
"1300",0.03
"1301",0.01
"1302",0.17
"1303",0.04
"1304",0.14
"1305",0.4
"1306",0.32
"1307",0.12
"1308",0.05
"1309",0.26
"1310",0.14
"1311",0.28
"1312",0.09
"1313",0.04
"1314",0.35
"1315",0.06
"1316",0.1
"1317",0.35
"1318",0.69
"1319",0.12
"1320",0.09
"1321",0.27
"1322",0.05
"1323",0.04
"1324",0.07
"1325",0.47
"1326",0.2
"1327",0.72
"1328",0.36
"1329",0.69
"1330",0.01
"1331",0.12
"1332",0.27
"1333",0.08
"1334",0.1
"1335",0.12
"1336",0.05
"1337",0.02
"1338",0.39
"1339",0.14
"1340",0.17
"1341",0.1
"1342",0.06
"1343",0.13
"1344",0.14
"1345",0.08
"1346",0.26
"1347",0.02
"1348",0.16
"1349",0.21
"1350",0.61
"1351",0.09
"1352",0.03
"1353",0.22
"1354",0.02
"1355",0.1
"1356",0.33
"1357",0.09
"1358",0.08
"1359",0.01
"1360",0.07
"1361",0.16
"1362",0.03
"1363",0.1
"1364",0.25
"1365",0.11
"1366",0.33
"1367",0.03
"1368",0.76
"1369",0.32
"1370",0.04
"1371",0.03
"1372",0.09
"1373",0.01
"1374",0.02
"1375",0.05
"1376",0.14
"1377",0.07
"1378",1
"1379",0.19
"1380",0.35
"1381",0.62
"1382",0.02
"1383",0.3
"1384",0.33
"1385",0.14
"1386",0.1
"1387",0.17
"1388",0.05
"1389",0
"1390",0.52
"1391",0.06
"1392",0.09
"1393",0.07
"1394",0.16
"1395",0.2
"1396",0.09
"1397",0.23
"1398",0.76
"1399",0.08
"1400",0.1
"1401",0.16
"1402",0.49
"1403",0.04
"1404",0.04
"1405",0.21
"1406",0.01
"1407",0.06
"1408",0.1
"1409",0.01
"1410",0.02
"1411",0
"1412",0.04
"1413",0.12
"1414",0.09
"1415",0.02
"1416",0.22
"1417",0.07
"1418",0.43
"1419",0.04
"1420",0.39
"1421",0.22
"1422",0.11
"1423",0.02
"1424",0.03
"1425",0.02
"1426",0.03
"1427",0.12
"1428",0.22
"1429",0.05
"1430",1
"1431",1
"1432",0.14
"1433",0.11
"1434",0.25
"1435",0.02
"1436",0.09
"1437",0.25
"1438",0.13
"1439",0.23
"1440",0.35
"1441",0.06
"1442",0.03
"1443",0.27
"1444",0.04
"1445",0.49
"1446",0.07
"1447",0.08
"1448",0.13
"1449",0.16
"1450",0.22
"1451",0.57
"1452",0.12
"1453",0.55
"1454",0.48
"1455",0.78
"1456",0.15
"1457",0.03
"1458",0.02
"1459",0.38
"1460",0.16
"1461",0.14
"1462",0.01
"1463",0.08
"1464",0.14
"1465",0.07
"1466",0.64
"1467",0.59
"1468",0.22
"1469",0.09
"1470",0.05
"1471",0.23
"1472",0.06
"1473",0.88
"1474",0.08
"1475",0.04
"1476",0.22
"1477",0.05
"1478",0.12
"1479",0.08
"1480",0.15
"1481",0
"1482",0.12
"1483",1
"1484",1
"1485",1
"1486",0.54
"1487",0.11
"1488",0.39
"1489",0.14
"1490",0.21
"1491",0.1
"1492",0.39
"1493",0.51
"1494",0.23
"1495",0.09
"1496",0.13
"1497",0.42
"1498",0.09
"1499",0.18
"1500",0.16
"1501",0.25
"1502",0.1
"1503",0.62
"1504",0.41
"1505",0.19
"1506",0.15
"1507",0.13
"1508",0.33
"1509",0.67
"1510",0.06
"1511",0.06
"1512",0.15
"1513",0.07
"1514",0.26
"1515",0.11
"1516",0.06
"1517",0.35
"1518",0.14
"1519",0.08
"1520",0.37
"1521",0.44
"1522",0.65
"1523",0.36
"1524",0.14
"1525",0.06
"1526",0.72
"1527",0.3
"1528",0.23
"1529",0.57
"1530",0.27
"1531",0.38
"1532",0.24
"1533",0.23
"1534",0.16
"1535",0.1
"1536",0.28
"1537",0.15
"1538",0.92
"1539",0.76
"1540",0.48
"1541",0.7
"1542",0.17
"1543",0.36
"1544",0.15
"1545",0.22
"1546",0.83
"1547",0.12
"1548",0.09
"1549",0.38
"1550",0.32
"1551",0.03
"1552",0.14
"1553",0.05
"1554",0.54
"1555",0.29
"1556",0.85
"1557",0.08
"1558",0.1
"1559",0.42
"1560",0.73
"1561",0.06
"1562",0.06
"1563",0.24
"1564",0.23
"1565",0.08
"1566",0.33
"1567",0.09
"1568",0.06
"1569",0.13
"1570",0.17
"1571",0.41
"1572",0.09
"1573",0.16
"1574",0.22
"1575",0.17
"1576",0.49
"1577",0.1
"1578",0.12
"1579",0.31
"1580",0.61
"1581",0.15
"1582",0.76
"1583",0.64
"1584",0.13
"1585",0.32
"1586",0.1
"1587",0.34
"1588",0.09
"1589",0.37
"1590",0.1
"1591",0.13
"1592",0.97
"1593",0.68
"1594",0.86
"1595",0.38
"1596",0.9
"1597",0.49
"1598",0.65
"1599",0.27
"1600",0.14
"1601",0.11
"1602",0.27
"1603",0.62
"1604",0.15
"1605",0.08
"1606",0.04
"1607",0.05
"1608",0.19
"1609",0.18
"1610",0.47
"1611",0.05
"1612",0.08
"1613",0.27
"1614",0.15
"1615",0.17
"1616",0.05
"1617",0.09
"1618",0.53
"1619",0.18
"1620",0.92
"1621",0.16
"1622",0.09
"1623",0.6
"1624",0.16
"1625",0.12
"1626",0.09
"1627",0.05
"1628",0.16
"1629",0.1
"1630",0.15
"1631",0.04
"1632",0.2
"1633",0.06
"1634",0.21
"1635",0.2
"1636",0.11
"1637",0.05
"1638",0.07
"1639",0.14
"1640",0.21
"1641",0.45
"1642",0.17
"1643",0.05
"1644",0.49
"1645",0.18
"1646",0.13
"1647",0.1
"1648",0.55
"1649",0.91
"1650",0.92
"1651",0.71
"1652",1
"1653",1
"1654",0.47
"1655",0.83
"1656",0.11
"1657",0.12
"1658",0.1
"1659",0.1
"1660",0.12
"1661",0.4
"1662",0.67
"1663",0.53
"1664",0.37
"1665",0.34
"1666",0.13
"1667",0.14
"1668",0.09
"1669",0.8
"1670",0.61
"1671",0.16
"1672",0.14
"1673",0.17
"1674",0.1
"1675",0.1
"1676",0.1
"1677",0.36
"1678",0.07
"1679",0.72
"1680",0.24
"1681",0.1
"1682",0.14
"1683",0.38
"1684",0.11
"1685",0.33
"1686",0.04
"1687",0.18
"1688",0.24
"1689",0.41
"1690",0.6
"1691",0.18
"1692",0.13
"1693",0.14
"1694",0.67
"1695",0.98
"1696",0.11
"1697",0.14
"1698",0.71
"1699",0.27
"1700",0.16
"1701",0.72
"1702",0.48
"1703",0.65
"1704",0.41
"1705",0.11
"1706",0.85
"1707",0.85
"1708",0.42
"1709",0.16
"1710",1
"1711",1
"1712",0.51
"1713",0.33
"1714",0.56
"1715",0.07
"1716",0.08
"1717",0.16
"1718",0.36
"1719",0.8
"1720",0.19
"1721",0.31
"1722",0.28
"1723",0.57
"1724",0.39
"1725",0.6
"1726",0.3
"1727",0.84
"1728",0.07
"1729",0.09
"1730",0.09
"1731",0.26
"1732",0.07
"1733",0.13
"1734",0.34
"1735",0.46
"1736",0.16
"1737",0.27
"1738",0.13
"1739",0.23
"1740",0.14
"1741",0.14
"1742",0.35
"1743",0.16
"1744",0.23
"1745",0.11
"1746",0.33
"1747",0.16
"1748",0.26
"1749",0.13
"1750",0.12
"1751",0.7
"1752",0.12
"1753",0.53
"1754",0.14
"1755",0.18
"1756",0.49
"1757",0.67
"1758",0.16
"1759",0.32
"1760",0.22
"1761",0.26
"1762",0.5
"1763",0.63
"1764",0.81
"1765",0.8
"1766",0.16
"1767",0.15
"1768",1
"1769",1
"1770",0.93
"1771",0.84
"1772",0.45
"1773",0.54
"1774",0.7
"1775",0.07
"1776",0.25
"1777",0.25
"1778",0.17
"1779",0.37
"1780",0.05
"1781",0.06
"1782",0.18
"1783",0.07
"1784",0.13
"1785",0.71
"1786",0.1
"1787",0.07
"1788",0.27
"1789",0.51
"1790",0.2
"1791",0.13
"1792",0.07
"1793",0.08
"1794",0.2
"1795",0.05
"1796",0.17
"1797",0.03
"1798",0.22
"1799",0.05
"1800",0.12
"1801",0.05
"1802",0.25
"1803",0.09
"1804",0.08
"1805",0.17
"1806",0.18
"1807",0.22
"1808",0.08
"1809",0.19
"1810",0.09
"1811",0.09
"1812",0.45
"1813",0.15
"1814",0.37
"1815",0.16
"1816",0.42
"1817",0.5
"1818",0.4
"1819",0.45
"1820",0.18
"1821",0.41
"1822",0.19
"1823",0.08
"1824",0.12
"1825",0.04
"1826",0.43
"1827",0.9
"1828",1
"1829",1
"1830",0.36
"1831",0.24
"1832",0.08
"1833",0.28
"1834",0.12
"1835",0.11
"1836",0.18
"1837",0.11
"1838",0.1
"1839",0.17
"1840",0.05
"1841",0.11
"1842",0.9
"1843",0.02
"1844",0.15
"1845",0.09
"1846",0.79
"1847",0.25
"1848",0.05
"1849",0.06
"1850",0.18
"1851",0.07
"1852",0.18
"1853",0.05
"1854",0.33
"1855",0.48
"1856",0.12
"1857",0.53
"1858",0.11
"1859",0.07
"1860",0.47
"1861",0.09
"1862",0.2
"1863",0.27
"1864",0.12
"1865",0.48
"1866",0.04
"1867",0.14
"1868",0.13
"1869",0.07
"1870",0.24
"1871",0.37
"1872",0.08
"1873",0.12
"1874",0.02
"1875",0.05
"1876",0.44
"1877",0.1
"1878",0.05
"1879",0.07
"1880",0.11
"1881",0.14
"1882",0.66
"1883",0.49
"1884",0.59
