"","2.5%","97.5%"
"1",-0.11836945270686,0.127034775354947
"2",-0.242555436664263,0.072452703911858
"3",-0.134220848135767,0.142680369970315
"4",-0.187851064717721,0.0996542308332537
"5",-0.235857870894591,0.0191702738927279
"6",-0.141018947893805,0.141134237304354
"7",-0.176589375525425,0.110047471911796
"8",-0.0400509068830492,0.312444086445218
"9",-0.128327494065343,0.176106228564679
"10",-0.145519692135692,0.0848275385286743
"11",-0.0253491301566346,0.329247183667353
"12",-0.154736801160873,0.115819970117816
"13",0.00632310090602151,0.28309412911008
"14",-0.175998295535953,0.12534770930179
"15",-0.0118507696370995,0.299956504520045
"16",-0.167768913536998,0.0993136868548388
"17",-0.20344827229048,0.0340213873059383
"18",-0.182090290618831,0.087769024459862
"19",-0.141144397067572,0.141851523024482
"20",-0.132738715153845,0.12846600206809
"21",-0.15474636638284,0.189064073678124
"22",-0.182852350083589,0.137653472727222
"23",-0.12913581494423,0.119237856453774
"24",-0.204258808995142,0.0290907283128589
"25",-0.122912638856014,0.0627112665950581
"26",-0.21218023815661,0.0638650279400705
"27",-0.153888708914893,0.108461470414535
"28",-0.173536051263475,0.115116849549329
"29",-0.120258354137221,0.193893543118325
"30",-0.101970065650099,0.154967499479747
"31",-0.176054173911552,0.156877425781765
"32",-0.11675933938348,0.11064703526801
"33",-0.14344527726935,0.114114364895953
"34",-0.120477547141433,0.163045328815771
"35",-0.10875647054229,0.168162794922574
"36",-0.230032592574408,0.0541729350909567
"37",-0.138426465589436,0.0835710374158673
"38",-0.149920044747832,0.159460856825349
"39",-0.169357252367261,0.105567428390969
"40",-0.0791814982896174,0.19135651405663
"41",-0.126818375175954,0.163995195479719
"42",-0.19740008317088,0.0412987188185597
"43",-0.156274625535347,0.109146112231746
"44",-0.150530437725269,0.121313968214707
"45",0.0860007067172812,0.368828350276468
"46",-0.130674663816133,0.17767544021711
"47",-0.130514651489228,0.189020748062897
"48",-0.140371313198135,0.117628368013246
"49",-0.164598226899457,0.0841681229639574
"50",-0.199807853889494,0.119502661796127
"51",-0.134095314365536,0.129813466611671
"52",-0.15536696283539,0.093037844967881
"53",-0.163369716860103,0.0816827333789465
"54",0.0573498690093093,0.38017391307065
"55",-0.361990118329049,-0.0649770542027985
"56",-0.227093183646238,0.0648841615405527
"57",-0.205980344825654,0.0781014610823767
"58",-0.211710955811971,0.0722199585398876
"59",-0.146779211199171,0.114377284985029
"60",-0.182525346466521,0.134091169557821
"61",-0.129381864752682,0.116786721427803
"62",-0.147824243539172,0.144158158854309
"63",-0.0785724588448753,0.196994878251236
"64",0.27412929143331,0.485472299810778
"65",-0.367575118992483,-0.128070368119603
"66",-0.34776002530834,-0.0680737586999675
"67",-0.162013393421531,0.10787160215368
"68",-0.0590163717000571,0.262226462869367
"69",-0.0587953868855133,0.239773677010041
"70",-0.105750493008039,0.179198006040551
"71",-0.0641752053520738,0.234180170064792
"72",-0.107371826158548,0.1996358324911
"73",-0.195541514914334,0.0920795186533388
"74",-0.188712688384598,0.0918773019522492
"75",-0.0394320085679694,0.258519110422303
"76",-0.270552842677791,0.105447006688612
"77",-0.334942013265818,-0.00946357012709955
"78",-0.340244819063632,-0.115211110071881
"79",-0.121876835014507,0.202355642567718
"80",-0.193180274621296,0.053017579546251
"81",-0.155066572456223,0.115804247478552
"82",-0.189315074374767,0.097125415344124
"83",-0.107447325484401,0.173153030103008
"84",-0.0297051457465322,0.329337860460018
"85",-0.151673920610393,0.0867997249927649
"86",-0.22496196510623,0.0426931526047282
"87",-0.127696823150106,0.134414938856465
"88",-0.141144402993548,0.149077707163187
"89",-0.112996663870749,0.168816413889452
"90",-0.147574551917148,0.11267492176411
"91",-0.141522596076012,0.122294818043886
"92",-0.0470026771323198,0.254686930914619
"93",-0.0921894886715902,0.207043767730961
"94",-0.240899706011822,0.0872331030824999
"95",-0.112297442212791,0.151330236519775
"96",-0.19137271286847,0.134070442201982
"97",-0.150188034617046,0.151306721198865
"98",-0.0819304958062878,0.214824362218741
"99",-0.312666063772904,-0.00138842464435882
"100",-0.191802087668611,0.0881326297215446
"101",-0.0880652324653573,0.163058817540087
"102",-0.11855133830182,0.217423089684583
"103",-0.143159686906724,0.141315071142377
"104",-0.0999463026969863,0.148448571686223
"105",-0.217633524380468,0.104814076687447
"106",-0.17699815184233,0.102341465900398
"107",-0.173829793217667,0.115485520752211
"108",-0.202202756660364,0.0776733887811039
"109",-0.315895646553056,-0.0182818830916095
"110",-0.10680008039414,0.185981946355068
"111",-0.216810406055691,0.0622605668426267
"112",-0.201348967014642,0.113518109426765
"113",-0.173052404428632,0.108799917759832
"114",-0.124696298877507,0.180938295307332
"115",-0.169302250384431,0.0787858570667138
"116",-0.120889839611938,0.123202757450203
"117",-0.123476967584404,0.17299295281469
"118",-0.0615600871175952,0.216146197673841
"119",-0.0843407757875828,0.195129704845928
"120",-0.189007784914027,0.102055369821401
"121",-0.129520173754203,0.172767222589296
