"","eip"
"236",0.07
"237",0.49
"238",0.16
"239",0.09
"240",0.07
"241",0.21
"242",0.21
"243",0.06
"244",0.12
"245",0.25
"246",0.12
"247",0.11
"248",0.05
"249",0.13
"250",0.1
"251",0.12
"252",0.25
"253",0.14
"254",0.14
"255",0.09
"256",0.13
"257",0.15
"258",0.29
"259",0.33
"260",0.15
"261",0.2
"262",0.42
"263",0.45
"264",0.09
"265",0.06
"266",0.26
"267",0.07
"268",0.08
"269",0.14
"270",0.3
"271",0.2
"272",0.19
"273",0.22
"274",0.15
"275",0.27
"276",0.36
"277",0.11
"278",0.11
"279",0.1
"280",0.11
"281",0.3
"282",0.11
"283",0.37
"284",0.33
"285",0.08
"286",0.24
"287",0.04
"288",0.04
"289",0.15
"290",0.19
"291",0.21
"292",0.09
"293",0.27
"294",0.23
"295",0.41
"296",0.32
"297",0.64
"298",0.13
"299",0.93
"300",0.14
"301",0.14
"302",0.18
"303",0.22
"304",0.3
"305",0.14
"306",0.62
"307",0.53
"308",0.18
"309",0.35
"310",0.17
"311",0.12
"312",0.19
"313",0.14
"314",0.51
"315",0.33
"316",0.26
"317",0.08
"318",0.08
"319",0.11
"320",0.13
"321",0.19
"322",0.35
"323",0.23
"324",0.36
"325",0.11
"326",0.17
"327",0.24
"328",0.27
"329",0.16
"330",0.13
"331",0.18
"332",0.14
"333",0.13
"334",0.14
"335",0.31
"336",0.08
"337",0.04
"338",0.44
"339",0.09
"340",0.23
"341",0.34
"342",0.28
"343",0.35
"344",0.3
"345",0.1
"346",0.29
"347",0.14
"348",0.09
"349",0.16
"350",0.17
"351",0.1
"352",0.09
"353",0.49
"354",0.52
"355",0.26
"356",0.43
"357",0.16
"358",0.14
"359",0.07
"360",0.15
"361",0.37
"362",0.13
"363",0.04
"364",0.11
"365",0.14
"366",0.11
"367",0.13
"368",0.33
"369",0.23
"370",0.18
"371",0.13
"372",0.14
"373",0.41
"374",0.2
"375",0.34
"376",0.08
"377",0.45
"378",0.99
"379",0.2
"380",0.09
"381",0.14
"382",0.39
"383",0.22
"384",0.12
"385",0.12
"386",0.19
"387",0.13
"388",0.22
"389",0.04
"390",0.14
"391",0.12
"392",0.17
"393",0.08
"394",0.32
"395",0.13
"396",0.18
"397",0.13
"398",0.32
"399",0.17
"400",0.1
"401",0.16
"402",0.31
"403",0.09
"404",0.31
"405",0.64
"406",0.34
"407",0.12
"408",0.17
"409",0.2
"410",0.17
"411",0.58
"412",0.2
"413",0.11
"414",0.09
"415",0.22
"416",0.22
"417",0.15
"418",0.04
"419",0.12
"420",0.15
"421",0.12
"422",0.15
"423",0.22
"424",0.07
"425",0.09
"426",0.24
"427",0.11
"428",0.08
"429",0.14
"430",0.62
"431",0.11
"432",0.13
"433",0.1
"434",1
"435",1
"436",0.48
"437",0.56
"438",0.12
"439",0.16
"440",0.67
"441",0.14
"442",0.06
"443",0.09
"444",0.15
"445",0.1
"446",0.33
"447",0.16
"448",0.3
"449",0.18
"450",0.15
"451",0.21
"452",0.4
"453",0.27
"454",0.4
"455",0.56
"456",0.14
"457",0.07
"458",0.16
"459",0.18
"460",0.08
"461",0.2
"462",0.86
"463",0.68
"464",1
"465",0.97
"466",0.23
"467",0.16
"468",0.31
"469",0.12
"470",0.76
"471",0.47
"472",0.66
"473",0.17
"474",0.32
"475",0.2
"476",0.16
"477",0.74
"478",0.62
"479",0.58
"480",0.24
"481",0.23
"482",0.09
"483",0.16
"484",0.04
"485",0.25
"486",0.12
"487",0.13
"488",0.15
"489",0.16
"490",0.31
"491",0.16
"492",0.1
"493",0.14
"494",0.14
"495",0.38
"496",0.38
"497",0.09
"498",0.68
"499",0.13
"500",0.28
"501",0.59
"502",0.12
"503",0.28
"504",0.23
"505",0.19
"506",0.25
"507",0.12
"508",0.15
"509",0.15
"510",0.2
"511",0.06
"512",0.11
"513",0.26
"514",0.2
"515",0.1
"516",0.06
"517",0.1
"518",0.12
"519",0.19
"520",0.13
"521",0.12
"522",0.2
"523",0.13
"524",0.19
"525",0.28
"526",0.37
"527",0.13
"528",0.51
"529",0.1
"530",0.24
"531",0.48
"532",0.22
"533",0.19
"534",0.18
"535",0.1
"536",0.23
"537",0.22
"538",0.7
"539",0.33
"540",0.06
"541",0.21
"542",0.31
"543",0.3
"544",0.21
"545",0.23
"546",0.12
"547",0.24
"548",0.19
"549",0.23
"550",0.13
"551",0.43
"552",0.15
"553",0.73
"554",0.12
"555",0.2
"556",0.12
"557",0.33
"558",0.13
"559",0.33
"560",0.28
"561",0.89
"562",0.11
"563",0.23
"564",0.13
"565",0.19
"566",0.11
"567",0.18
"568",0.73
"569",0.27
"570",0.36
"571",0.26
"572",0.81
"573",0.03
"574",0.32
"575",0.23
"576",0.05
"577",0.25
"578",0.09
"579",0.32
"580",0.24
"581",0.35
"582",0.22
"583",0.19
"584",0.08
"585",0.21
"586",0.29
"587",0.24
"588",0.27
"589",0.07
"590",0.32
"591",0.19
"592",0.28
"593",0.17
"594",0.19
"595",0.17
"596",0.19
"597",0.16
"598",0.2
"599",0.12
"600",0.07
"601",0.34
"602",0.16
"603",0.09
"604",0.1
"605",0.19
"606",0.17
"607",0.36
"608",0.25
"609",0.07
"610",0.11
"611",0.11
"612",0.07
"613",0.15
"614",0.11
"615",0.24
"616",0.14
"617",0.15
"618",0.09
"619",0.14
"620",0.15
"621",0.45
"622",0.13
"623",0.21
"624",0.09
"625",0.36
"626",0.13
"627",0.26
"628",0.21
"629",0.45
"630",0.17
"631",0.1
"632",0.09
"633",0.26
"634",0.14
"635",0.08
"636",0.15
"637",0.22
"638",0.13
"639",0.11
"640",0.18
"641",0.26
"642",0.25
"643",0.26
"644",0.18
"645",0.23
"646",0.08
"647",0.69
"648",0.66
"649",0.61
"650",0.7
"651",0.1
"652",0.09
"653",0.2
"654",0.37
"655",0.16
"656",0.2
"657",0.19
"658",0.45
"659",0.45
"660",0.63
"661",0.69
"662",0.22
"663",0.23
"664",0.14
"665",0.13
"666",0.14
"667",0.14
"668",0.16
"669",0.24
"670",0.08
"671",0.12
"672",0.13
"673",0.24
"674",0.49
"675",0.11
"676",0.13
"677",0.15
"678",0.23
"679",0.53
"680",0.12
"681",0.43
"682",0.22
"683",0.61
"684",0.1
"685",0.13
"686",0.26
"687",0.06
"688",0.13
"689",0.05
"690",0.1
"691",0.35
"692",0.35
"693",0.12
"694",0.24
"695",0.06
"696",0.16
"697",0.15
"698",0.46
"699",0.37
"700",0.5
"701",0.11
"702",0.75
"703",1
"704",0.22
"705",0.23
"706",0.14
"707",0.33
"708",0.17
"709",0.14
"710",0.55
"711",0.22
"712",0.1
"713",0.1
"714",0.21
"715",0.09
"716",0.19
"717",0.24
"718",0.21
"719",0.45
"720",0.21
"721",0.07
"722",0.14
"723",0.27
"724",0.55
"725",0.27
"726",0.29
"727",0.13
"728",0.11
"729",0.56
"730",0.82
"731",0.8
"732",0.31
"733",0.12
"734",0.36
"735",0.35
"736",0.09
"737",0.1
"738",0.49
"739",0.08
"740",0.18
"741",0.15
"742",0.29
"743",0.08
"744",0.23
"745",0.1
"746",0.15
"747",0.29
"748",0.13
"749",0.11
"750",0.04
"751",0.08
"752",0.08
"753",0.1
"754",0.25
"755",0.29
"756",0.2
"757",0.25
"758",0.08
"759",0.14
"760",0.07
"761",0.1
"762",0.24
"763",0.19
"764",0.35
"765",0.17
"766",0.15
"767",0.05
"768",0.99
"769",0.09
"770",0.17
"771",0.53
"772",0.21
"773",0.18
"774",0.07
"775",0.1
"776",0.33
"777",0.07
"778",0.25
"779",0.03
"780",1
"781",0.09
"782",0.52
"783",0.51
"784",0.09
"785",0.13
"786",0.67
"787",0.15
"788",0.12
"789",0.08
"790",0.19
"791",0.08
"792",0.06
"793",0.29
"794",0.13
"795",0.1
"796",0.09
"797",0.04
"798",0.14
"799",0.3
"800",0.05
"801",0.25
"802",0.14
"803",0.47
"804",0.13
"805",0.15
"806",0.17
"807",0.61
"808",0.35
"809",0.39
"810",0.18
"811",0.12
"812",0.16
"813",0.09
"814",0.23
"815",0.1
"816",0.12
"817",0.1
"818",0.19
"819",0.07
"820",0.07
"821",0.3
"822",0.26
"823",0.25
"824",0.51
"825",0.19
"826",0.13
"827",0.21
"828",0.2
"829",0.07
"830",0.11
"831",0.09
"832",0.05
"833",0.21
"834",0.12
"835",0.19
"836",0.35
"837",0.25
"838",0.27
"839",0.08
"840",0.64
"841",0.4
"842",0.92
"843",0.12
"844",0.17
"845",0.19
"846",0.32
"847",0.2
"848",0.1
"849",0.05
"850",0.25
"851",0.07
"852",0.27
"853",0.19
"854",0.36
"855",0.18
"856",0.38
"857",0.14
"858",0.24
"859",0.12
"860",0.29
"861",0.16
"862",0.15
"863",0.28
"864",0.58
"865",0.13
"866",0.21
"867",0.51
"868",0.18
"869",0.13
"870",0.14
"871",0.1
"872",0.08
"873",0.08
"874",0.17
"875",0.13
"876",0.15
"877",0.21
"878",0.63
"879",0.18
"880",0.13
"881",0.2
"882",0.25
"883",0.28
"884",1
"885",0.32
"886",0.39
"887",0.08
"888",0.24
"889",0.15
"890",0.13
"891",0.76
"892",0.15
"893",0.17
"894",0.12
"895",0.16
"896",0.11
"897",0.08
"898",0.14
"899",0.08
"900",0.31
"901",0.36
"902",0.7
"903",0.38
"904",0.05
"905",0.2
"906",0.1
"907",0.13
"908",0.36
"909",0.64
"910",0.08
"911",0.45
"912",0.12
"913",0.51
"914",0.08
"915",0.08
"916",0.13
"917",0.54
"918",0.1
"919",0.21
"920",0.16
"921",0.16
"922",0.11
"923",0.15
"924",0.1
"925",0.1
"926",0.31
"927",0.13
"928",0.25
"929",0.14
"930",0.25
"931",0.49
"932",0.29
"933",0.38
"934",0.41
"935",0.08
"936",0.34
"937",0.26
"938",0.17
"939",0.35
"940",0.1
"941",0.09
"942",0.1
"943",0.07
"944",0.53
"945",0.09
"946",0.37
"947",0.11
"948",0.06
"949",0.34
"950",0.21
"951",0.44
"952",0.18
"953",0.08
"954",0.37
"955",0.27
"956",0.24
"957",0.06
"958",0.04
"959",0.16
"960",0.11
"961",0.15
"962",0.55
"963",0.18
"964",0.62
"965",0.33
"966",0.6
"967",0.17
"968",0.12
"969",0.51
"970",0.28
"971",0.19
"972",0.17
"973",0.22
"974",0.12
"975",0.08
"976",0.08
"977",0.17
"978",0.12
"979",0.33
"980",0.43
"981",0.31
"982",0.24
"983",0.06
"984",0.32
"985",0.15
"986",0.36
"987",0.15
"988",0.57
"989",0.23
"990",0.33
"991",0.12
"992",0.18
"993",0.08
"994",0.12
"995",0.18
"996",0.11
"997",0.42
"998",0.13
"999",0.22
"1000",0.44
"1001",0.08
"1002",0.21
"1003",0.13
"1004",0.23
"1005",0.2
"1006",0.16
"1007",0.26
"1008",0.09
"1009",0.04
"1010",0.24
"1011",0.29
"1012",0.32
"1013",0.12
"1014",0.44
"1015",0.05
"1016",0.42
"1017",0.12
"1018",0.68
"1019",0.17
"1020",0.43
"1021",0.09
"1022",0.38
"1023",0.16
"1024",0.17
"1025",0.23
"1026",0.15
"1027",0.5
"1028",0.32
"1029",0.4
"1030",0.16
"1031",0.19
"1032",0.35
"1033",0.11
"1034",0.12
"1035",0.43
"1036",0.3
"1037",0.08
"1038",0.12
"1039",0.47
"1040",0.11
"1041",0.08
"1042",0.13
"1043",0.25
"1044",0.18
"1045",0.09
"1046",0.34
"1047",0.56
"1048",0.18
"1049",0.64
"1050",0.13
"1051",0.15
"1052",0.12
"1053",0.08
"1054",0.39
"1055",0.14
"1056",0.21
"1057",0.45
"1058",0.46
"1059",0.17
"1060",0.06
"1061",0.63
"1062",0.22
"1063",0.61
"1064",0.34
"1065",0.42
"1066",0.59
"1067",0.11
"1068",0.08
"1069",0.15
"1070",0.41
"1071",0.14
"1072",0.37
"1073",0.2
"1074",0.1
"1075",0.08
"1076",0.13
"1077",0.17
"1078",0.06
"1079",0.87
"1080",0.08
"1081",0.42
"1082",0.07
"1083",0.52
"1084",0.16
"1085",0.7
"1086",0.22
"1087",0.19
"1088",0.12
"1089",0.23
"1090",0.25
"1091",0.52
"1092",0.99
"1093",0.1
"1094",0.12
"1095",0.12
"1096",0.25
"1097",0.71
"1098",0.39
"1099",0.53
"1100",0.25
"1101",0.71
"1102",0.08
"1103",0.18
"1104",0.32
"1105",0.18
"1106",0.1
"1107",0.23
"1108",0.11
"1109",0.16
"1110",0.25
"1111",0.24
"1112",0.29
"1113",0.15
"1114",0.45
"1115",0.25
"1116",0.62
"1117",0.07
"1118",0.44
"1119",0.18
"1120",0.73
"1121",0.44
"1122",0.15
"1123",0.23
"1124",0.13
"1125",0.16
"1126",0.13
"1127",0.26
"1128",0.31
"1129",0.54
"1130",0.14
"1131",0.34
"1132",0.11
"1133",0.35
"1134",0.14
"1135",0.23
"1136",0.32
"1137",0.35
"1138",0.31
"1139",0.14
"1140",0.07
"1141",0.18
"1142",0.19
"1143",0.13
"1144",0.35
"1145",0.48
"1146",0.76
"1147",0.59
"1148",0.51
"1149",0.16
"1150",0.1
"1151",0.13
"1152",0.22
"1153",0.19
"1154",0.13
"1155",0.11
"1156",0.24
"1157",0.14
"1158",0.11
"1159",0.19
"1160",0.17
"1161",0.15
"1162",0.16
"1163",0.28
"1164",0.37
"1165",0.38
"1166",0.36
"1167",0.14
"1168",0.24
"1169",0.29
"1170",0.13
"1171",0.18
"1172",0.27
"1173",1
"1174",0.1
"1175",0.12
"1176",0.88
"1177",0.24
"1178",0.08
"1179",0.14
"1180",0.61
"1181",0.5
"1182",0.26
"1183",0.22
"1184",0.37
"1185",0.08
"1186",0.34
"1187",0.63
"1188",0.24
"1189",0.09
"1190",0.13
"1191",0.11
"1192",0.25
"1193",0.16
"1194",0.21
"1195",0.32
"1196",0.1
"1197",0.2
"1198",0.16
"1199",0.11
"1200",0.23
"1201",0.37
"1202",0.12
"1203",0.36
"1204",0.11
"1205",0.24
"1206",0.1
"1207",0.05
"1208",0.54
"1209",0.14
"1210",0.4
"1211",0.48
"1212",0.26
"1213",0.35
"1214",0.09
"1215",0.14
"1216",0.11
"1217",0.07
"1218",0.39
"1219",0.46
"1220",0.2
"1221",0.27
"1222",0.16
"1223",0.43
"1224",0.4
"1225",0.2
"1226",0.13
"1227",0.32
"1228",0.13
"1229",0.15
"1230",0.27
"1231",0.63
"1232",0.17
"1233",0.13
"1234",0.27
"1235",0.26
"1236",0.04
"1237",0.07
"1238",0.18
"1239",0.75
"1240",0.07
"1241",0.29
"1242",0.07
"1243",0.18
"1244",0.26
"1245",0.22
"1246",0.2
"1247",0.13
"1248",0.33
"1249",0.15
"1250",0.13
"1251",0.24
"1252",0.22
"1253",0.11
"1254",0.39
"1255",0.14
"1256",0.13
"1257",0.2
"1258",0.52
"1259",0.14
"1260",0.15
"1261",0.17
"1262",0.41
"1263",0.39
"1264",0.19
"1265",0.13
"1266",0.26
"1267",0.23
"1268",0.34
"1269",1
"1270",0.24
"1271",0.13
"1272",0.21
"1273",0.08
"1274",0.28
"1275",0.05
"1276",0.12
"1277",0.12
"1278",0.35
"1279",0.44
"1280",0.54
"1281",0.65
"1282",0.46
"1283",0.1
"1284",0.07
"1285",0.25
"1286",0.39
"1287",0.04
"1288",0.19
"1289",0.43
"1290",0.13
"1291",0.17
"1292",0.4
"1293",0.11
"1294",0.11
"1295",0.61
"1296",0.13
"1297",0.18
"1298",0.09
"1299",0.17
"1300",0.15
"1301",0.09
"1302",0.12
"1303",0.24
"1304",0.2
"1305",0.08
"1306",0.07
"1307",0.22
"1308",0.1
"1309",0.41
"1310",0.39
"1311",0.38
"1312",0.23
"1313",0.14
"1314",0.2
"1315",0.13
"1316",0.2
"1317",0.17
"1318",0.21
"1319",0.15
"1320",0.1
"1321",0.11
"1322",0.3
"1323",0.22
"1324",0.5
"1325",1
"1326",0.11
"1327",0.08
"1328",0.1
"1329",0.13
"1330",0.1
"1331",0.15
"1332",0.15
"1333",0.06
"1334",0.24
"1335",0.19
"1336",0.25
"1337",0.06
"1338",0.02
"1339",0.08
"1340",0.13
"1341",0.34
"1342",0.08
"1343",0.04
"1344",0.07
"1345",0.17
"1346",0.13
"1347",0.12
"1348",0.07
"1349",0.09
"1350",0.15
"1351",0.04
"1352",0.34
"1353",0.14
"1354",0.11
"1355",0.24
"1356",0.1
"1357",0.37
"1358",0.13
"1359",0.09
"1360",0.52
"1361",0.1
"1362",0.07
"1363",0.35
"1364",0.21
"1365",0.23
"1366",0.11
"1367",0.19
"1368",0.04
"1369",0.1
"1370",0.72
"1371",0.44
"1372",0.11
"1373",0.51
"1374",0.13
"1375",0.1
"1376",0.18
"1377",0.17
"1378",0.1
"1379",0.28
"1380",0.71
"1381",0.87
"1382",0.27
"1383",0.7
"1384",0.3
"1385",0.16
"1386",0.47
"1387",0.12
"1388",0.59
"1389",0.13
"1390",0.14
"1391",0.28
"1392",0.46
"1393",0.6
"1394",0.74
"1395",0.22
"1396",0.39
"1397",0.14
"1398",0.6
"1399",0.31
"1400",0.57
"1401",0.27
"1402",0.64
"1403",0.46
"1404",0.52
"1405",0.24
"1406",0.12
"1407",0.4
"1408",0.35
"1409",0.17
"1410",0.1
"1411",0.13
"1412",0.14
"1413",0.57
"1414",0.09
"1415",0.16
"1416",0.09
"1417",0.69
"1418",0.16
"1419",0.14
"1420",0.28
"1421",0.7
"1422",0.27
"1423",0.64
"1424",0.48
"1425",0.46
"1426",0.22
"1427",0.18
"1428",0.24
"1429",0.45
"1430",0.26
"1431",0.61
"1432",0.16
"1433",0.18
"1434",0.12
"1435",0.36
"1436",0.23
"1437",0.37
"1438",0.27
"1439",0.18
"1440",0.16
"1441",0.2
"1442",0.36
"1443",0.07
"1444",0.11
"1445",0.31
"1446",0.29
"1447",0.45
"1448",0.11
"1449",0.27
"1450",0.05
"1451",0.24
"1452",0.15
"1453",0.3
"1454",0.15
"1455",0.12
"1456",0.2
"1457",0.2
"1458",0.09
"1459",0.09
"1460",0.26
"1461",0.08
"1462",0.31
"1463",0.97
"1464",0.52
"1465",0.05
"1466",0.31
"1467",0.15
"1468",0.17
"1469",0.11
"1470",0.3
"1471",0.11
"1472",0.08
"1473",0.28
"1474",0.33
"1475",0.21
"1476",0.21
"1477",0.78
"1478",0.52
"1479",0.34
"1480",0.22
"1481",0.14
"1482",0.23
"1483",0.19
"1484",0.15
"1485",0.12
"1486",0.14
"1487",0.2
"1488",0.15
"1489",0.17
"1490",0.23
"1491",0.26
"1492",0.27
"1493",0.29
"1494",0.22
"1495",0.13
"1496",0.09
"1497",0.06
"1498",0.09
"1499",0.19
"1500",0.27
"1501",0.26
"1502",0.17
"1503",0.21
"1504",0.07
"1505",0.14
"1506",0.16
"1507",0.22
"1508",0.11
"1509",0.2
"1510",0.1
"1511",0.13
"1512",0.1
"1513",0.1
"1514",0.11
"1515",0.12
"1516",0.23
"1517",0.21
"1518",0.12
"1519",0.4
"1520",0.59
"1521",0.17
"1522",0.13
"1523",0.12
"1524",0.39
"1525",0.25
"1526",0.29
"1527",0.6
"1528",0.15
"1529",0.21
"1530",0.17
"1531",0.36
"1532",0.3
"1533",0.21
"1534",0.38
"1535",0.17
"1536",0.15
"1537",0.19
"1538",0.13
"1539",0.17
"1540",0.46
"1541",0.09
"1542",0.19
"1543",0.67
"1544",0.09
"1545",0.07
"1546",0.69
"1547",0.15
"1548",0.11
"1549",0.09
"1550",0.18
"1551",0.23
"1552",0.07
"1553",0.07
"1554",0.09
"1555",0.15
"1556",0.06
"1557",0.07
"1558",0.22
"1559",0.09
"1560",0.06
"1561",0.22
"1562",0.09
"1563",0.92
"1564",0.14
"1565",0.74
"1566",0.24
"1567",0.09
"1568",0.13
"1569",0.14
"1570",0.12
"1571",0.16
"1572",0.21
"1573",0.26
"1574",0.12
"1575",0.66
"1576",0.19
"1577",0.18
"1578",0.03
"1579",0.21
"1580",0.17
"1581",0.29
"1582",0.14
"1583",0.8
"1584",0.67
"1585",0.14
"1586",0.33
"1587",0.13
"1588",0.71
"1589",0.23
"1590",0.39
"1591",0.24
"1592",0.16
"1593",0.13
"1594",0.2
"1595",0.33
"1596",0.29
"1597",0.2
"1598",0.15
"1599",0.17
"1600",0.13
"1601",0.46
"1602",0.37
"1603",0.16
"1604",0.08
"1605",0.15
"1606",0.15
"1607",0.15
"1608",0.39
"1609",0.05
"1610",0.14
"1611",0.17
"1612",0.07
"1613",0.09
"1614",0.38
"1615",0.16
"1616",0.16
"1617",0.2
"1618",0.12
"1619",0.49
"1620",0.21
"1621",0.45
"1622",0.3
"1623",0.07
"1624",0.17
"1625",0.27
"1626",0.4
"1627",0.33
"1628",0.4
"1629",0.19
"1630",0.14
"1631",0.28
"1632",0.43
"1633",0.21
"1634",0.05
"1635",0.09
"1636",0.17
"1637",0.22
"1638",0.19
"1639",0.5
"1640",0.66
"1641",0.13
"1642",0.2
"1643",0.12
"1644",0.2
"1645",0.56
"1646",0.47
"1647",0.67
"1648",0.23
"1649",0.17
"1650",0.3
"1651",0.14
"1652",0.89
"1653",0.99
"1654",0.25
"1655",0.44
"1656",0.07
"1657",0.07
"1658",0.25
"1659",0.14
"1660",0.2
"1661",0.1
"1662",0.11
"1663",0.14
"1664",0.16
"1665",0.11
"1666",0.33
"1667",0.1
"1668",0.09
"1669",0.13
"1670",0.09
"1671",0.23
"1672",0.07
"1673",0.1
"1674",0.29
"1675",0.09
"1676",0.64
"1677",0.19
"1678",0.12
"1679",0.06
"1680",0.16
"1681",0.05
"1682",0.13
"1683",0.3
"1684",0.12
"1685",0.18
"1686",0.23
"1687",0.43
"1688",0.11
"1689",0.26
"1690",0.61
"1691",0.17
"1692",0.12
"1693",0.2
"1694",0.23
"1695",0.11
"1696",0.22
"1697",0.45
"1698",0.2
"1699",0.23
"1700",0.06
"1701",0.16
"1702",0.16
"1703",0.19
"1704",0.37
"1705",0.32
"1706",0.27
"1707",0.11
"1708",0.18
"1709",0.12
"1710",0.29
"1711",0.16
"1712",0.1
"1713",0.25
"1714",0.18
"1715",0.21
"1716",0.15
"1717",0.11
"1718",0.06
"1719",0.2
"1720",0.28
"1721",0.14
"1722",0.24
"1723",0.05
"1724",0.21
"1725",0.18
"1726",0.33
"1727",0.12
"1728",0.17
"1729",0.23
"1730",0.09
"1731",0.1
"1732",0.11
"1733",0.15
"1734",0.3
"1735",0.44
"1736",0.07
"1737",0.4
"1738",0.08
"1739",0.07
"1740",0.37
"1741",0.1
"1742",0.15
"1743",0.07
"1744",0.11
"1745",0.18
"1746",0.48
"1747",0.1
"1748",0.11
"1749",0.31
"1750",0.1
"1751",0.18
"1752",0.09
"1753",0.2
"1754",0.1
"1755",0.3
"1756",0.14
"1757",0.2
"1758",0.71
"1759",0.12
"1760",0.15
"1761",0.25
"1762",0.06
"1763",0.15
"1764",0.37
"1765",0.16
"1766",0.36
"1767",0.22
"1768",0.14
"1769",0.15
"1770",0.33
"1771",0.17
"1772",0.35
"1773",0.53
"1774",0.3
"1775",0.15
"1776",0.15
"1777",0.13
"1778",0.1
"1779",0.15
"1780",0.12
"1781",0.19
"1782",0.08
"1783",0.19
"1784",0.14
"1785",0.09
"1786",0.17
"1787",0.13
"1788",0.21
"1789",0.09
"1790",0.12
"1791",0.17
"1792",0.37
"1793",0.09
"1794",0.11
"1795",0.08
"1796",0.15
"1797",0.08
"1798",0.09
"1799",0.13
"1800",0.12
"1801",0.17
"1802",0.12
"1803",0.08
"1804",0.46
"1805",0.4
"1806",0.66
"1807",0.1
"1808",0.08
"1809",0.23
"1810",0.11
"1811",0.1
"1812",0.21
"1813",0.05
"1814",0.12
"1815",0.27
"1816",0.13
"1817",0.15
"1818",0.34
"1819",0.26
"1820",0.19
"1821",0.05
"1822",0.15
"1823",0.21
"1824",0.16
"1825",0.21
"1826",0.21
"1827",0.36
"1828",0.26
"1829",0.13
"1830",0.85
"1831",0.36
"1832",0.19
"1833",0.14
"1834",0.23
"1835",0.84
"1836",0.43
"1837",0.35
"1838",0.24
"1839",0.32
"1840",0.46
"1841",0.21
"1842",0.35
"1843",0.12
"1844",0.07
"1845",0.08
"1846",0.11
"1847",0.16
"1848",0.3
"1849",0.08
"1850",0.1
"1851",0.1
"1852",0.12
"1853",0.36
"1854",0.2
"1855",0.17
"1856",0.14
"1857",0.2
"1858",0.12
"1859",0.29
"1860",0.43
"1861",0.08
"1862",0.23
"1863",0.56
"1864",0.31
"1865",0.16
"1866",0.3
"1867",0.2
"1868",0.06
"1869",0.2
"1870",0.14
"1871",0.14
"1872",0.12
"1873",0.13
"1874",0.25
"1875",0.11
"1876",0.12
"1877",0.11
