"","eip"
"182",0.16
"183",0.18
"184",0.44
"185",0.27
"186",0.5
"187",0.36
"188",0.3
"189",0.32
"190",0.77
"191",0.23
"192",0.25
"193",0.42
"194",0.13
"195",0.54
"196",0.51
"197",0.19
"198",0.18
"199",0.24
"200",0.2
"201",0.14
"202",0.39
"203",0.47
"204",0.1
"205",0.41
"206",0.2
"207",0.74
"208",0.25
"209",0.56
"210",0.47
"211",0.19
"212",0.11
"213",0.46
"214",0.56
"215",0.56
"216",0.17
"217",0.5
"218",0.18
"219",0.21
"220",0.16
"221",0.34
"222",0.17
"223",0.32
"224",0.38
"225",0.19
"226",0.22
"227",0.91
"228",0.14
"229",0.54
"230",0.51
"231",1
"232",0.46
"233",0.27
"234",0.24
"235",0.32
"236",0.21
"237",0.44
"238",0.19
"239",0.27
"240",0.31
"241",0.62
"242",0.1
"243",0.23
"244",0.17
"245",0.29
"246",0.2
"247",0.31
"248",0.21
"249",0.14
"250",0.2
"251",0.28
"252",0.39
"253",0.98
"254",0.45
"255",0.23
"256",0.17
"257",0.34
"258",0.09
"259",0.14
"260",0.22
"261",0.12
"262",0.15
"263",0.17
"264",0.94
"265",0.1
"266",0.44
"267",0.15
"268",0.11
"269",0.09
"270",0.14
"271",0.44
"272",0.2
"273",0.12
"274",0.29
"275",0.12
"276",0.11
"277",0.19
"278",0.16
"279",0.03
"280",0.09
"281",0.17
"282",0.16
"283",0.15
"284",0.17
"285",0.11
"286",0.22
"287",0.24
"288",0.1
"289",0.28
"290",0.18
"291",0.29
"292",0.09
"293",0.07
"294",0.08
"295",0.13
"296",0.18
"297",0.07
"298",0.15
"299",0.06
"300",1
"301",0.09
"302",0.21
"303",0.19
"304",0.17
"305",0.24
"306",0.03
"307",0.16
"308",0.25
"309",0.26
"310",0.41
"311",0.32
"312",0.21
"313",0.09
"314",0.21
"315",0.45
"316",0.18
"317",0.25
"318",0.42
"319",0.23
"320",0.29
"321",0.15
"322",0.12
"323",0.11
"324",0.23
"325",0.06
"326",0.2
"327",0.19
"328",0.21
"329",0.58
"330",0.22
"331",0.27
"332",0.31
"333",0.23
"334",0.14
"335",0.14
"336",0.65
"337",0.13
"338",0.16
"339",0.1
"340",0.13
"341",0.42
"342",0.19
"343",0.18
"344",0.29
"345",0.2
"346",0.19
"347",0.15
"348",0.18
"349",0.13
"350",0.15
"351",0.29
"352",0.2
"353",0.23
"354",0.08
"355",0.43
"356",0.09
"357",0.16
"358",0.43
"359",0.25
"360",0.22
"361",0.2
"362",0.38
"363",0.05
"364",0.64
"365",0.42
"366",0.16
"367",0.38
"368",0.19
"369",0.26
"370",0.35
"371",0.38
"372",0.09
"373",0.17
"374",0.16
"375",0.15
"376",0.24
"377",0.51
"378",1
"379",0.24
"380",0.18
"381",0.18
"382",0.67
"383",0.16
"384",0.28
"385",0.33
"386",0.22
"387",0.15
"388",0.2
"389",0.25
"390",0.3
"391",0.17
"392",0.23
"393",0.49
"394",0.18
"395",0.16
"396",0.27
"397",0.16
"398",0.15
"399",0.44
"400",0.53
"401",0.51
"402",0.32
"403",0.43
"404",0.13
"405",1
"406",1
"407",0.41
"408",0.15
"409",0.39
"410",0.15
"411",0.22
"412",0.2
"413",0.24
"414",0.36
"415",0.71
"416",0.33
"417",0.3
"418",0.14
"419",0.4
"420",0.18
"421",0.5
"422",0.62
"423",0.19
"424",0.11
"425",0.45
"426",0.16
"427",0.62
"428",0.52
"429",0.13
"430",0.15
"431",0.1
"432",0.22
"433",0.25
"434",0.83
"435",0.16
"436",0.26
"437",0.16
"438",0.13
"439",0.15
"440",0.48
"441",0.15
"442",0.11
"443",0.14
"444",0.11
"445",0.08
"446",0.14
"447",0.15
"448",0.12
"449",0.26
"450",0.15
"451",0.13
"452",0.37
"453",0.22
"454",0.06
"455",0.11
"456",0.1
"457",0.28
"458",0.17
"459",0.1
"460",0.11
"461",0.71
"462",0.5
"463",0.96
"464",0.17
"465",0.31
"466",0.2
"467",0.12
"468",0.12
"469",0.44
"470",0.2
"471",0.19
"472",0.08
"473",0.11
"474",0.13
"475",0.14
"476",0.16
"477",0.12
"478",0.08
"479",0.21
"480",0.17
"481",0.07
"482",0.22
"483",0.16
"484",0.13
"485",0.05
"486",0.19
"487",0.17
"488",0.1
"489",0.2
"490",0.13
"491",0.2
"492",0.22
"493",0.72
"494",0.21
"495",0.3
"496",0.59
"497",0.5
"498",0.29
"499",0.19
"500",0.38
"501",0.2
"502",0.2
"503",0.5
"504",0.47
"505",0.31
"506",0.18
"507",0.18
"508",0.22
"509",0.6
"510",0.48
"511",0.24
"512",0.29
"513",0.2
"514",0.16
"515",0.25
"516",0.18
"517",0.25
"518",0.37
"519",0.17
"520",0.15
"521",0.14
"522",0.31
"523",0.15
"524",0.57
"525",0.2
"526",0.15
"527",0.13
"528",0.98
"529",0.24
"530",0.33
"531",0.14
"532",0.2
"533",0.16
"534",0.25
"535",0.27
"536",0.13
"537",0.15
"538",0.25
"539",0.3
"540",0.14
"541",0.17
"542",0.2
"543",0.15
"544",0.23
"545",0.09
"546",0.12
"547",0.32
"548",0.21
"549",0.14
"550",0.68
"551",0.18
"552",0.14
"553",0.11
"554",0.49
"555",0.29
"556",0.23
"557",0.23
"558",0.13
"559",0.17
"560",1
"561",0.99
"562",0.31
"563",0.13
"564",0.14
"565",0.17
"566",0.17
"567",0.26
"568",0.11
"569",0.13
"570",0.73
"571",0.21
"572",0.32
"573",0.22
"574",0.15
"575",0.4
"576",0.2
"577",0.29
"578",0.45
"579",0.38
"580",0.25
"581",0.26
"582",0.3
"583",0.16
"584",0.16
"585",0.19
"586",0.15
"587",0.14
"588",0.18
"589",0.25
"590",0.54
"591",0.42
"592",0.25
"593",0.26
"594",0.32
"595",0.28
"596",0.56
"597",0.43
"598",0.33
"599",0.19
"600",0.28
"601",0.4
"602",0.14
"603",0.16
"604",0.1
"605",0.15
"606",0.15
"607",0.3
"608",0.36
"609",0.2
"610",0.23
"611",0.12
"612",0.23
"613",0.16
"614",0.11
"615",0.19
"616",0.21
"617",0.1
"618",0.12
"619",0.06
"620",0.06
"621",0.18
"622",0.25
"623",0.46
"624",0.27
"625",0.34
"626",0.41
"627",0.19
"628",0.15
"629",0.22
"630",0.55
"631",0.25
"632",0.16
"633",0.42
"634",0.14
"635",0.17
"636",0.4
"637",0.22
"638",0.13
"639",0.16
"640",0.17
"641",0.4
"642",0.26
"643",0.19
"644",0.13
"645",0.31
"646",0.14
"647",0.17
"648",0.15
"649",0.21
"650",0.3
"651",0.44
"652",0.18
"653",0.15
"654",0.06
"655",0.13
"656",0.22
"657",0.23
"658",0.17
"659",0.11
"660",0.5
"661",0.24
"662",0.44
"663",0.13
"664",0.23
"665",0.23
"666",0.47
"667",0.38
"668",0.23
"669",0.44
"670",0.18
"671",0.13
"672",0.25
"673",0.41
"674",0.29
"675",0.39
"676",0.17
"677",0.25
"678",0.75
"679",0.2
"680",0.28
"681",0.23
"682",0.41
"683",0.22
"684",0.58
"685",0.32
"686",0.46
"687",0.28
"688",0.54
"689",0.28
"690",0.2
"691",0.11
"692",0.16
"693",0.14
"694",0.1
"695",0.37
"696",0.27
"697",0.17
"698",0.11
"699",0.27
"700",0.19
"701",0.57
"702",0.19
"703",0.28
"704",0.16
"705",0.14
"706",0.15
"707",0.16
"708",0.2
"709",0.13
"710",0.26
"711",0.09
"712",0.37
"713",0.4
"714",0.09
"715",0.23
"716",0.33
"717",0.22
"718",0.2
"719",0.24
"720",0.39
"721",0.11
"722",0.12
"723",0.29
"724",0.1
"725",0.15
"726",0.24
"727",0.2
"728",0.12
"729",0.27
"730",0.17
"731",0.1
"732",0.34
"733",0.16
"734",0.23
"735",0.16
"736",0.3
"737",0.16
"738",0.39
"739",0.14
"740",0.27
"741",0.31
"742",0.22
"743",0.3
"744",0.35
"745",0.2
"746",0.28
"747",0.45
"748",0.16
"749",0.08
"750",0.38
"751",0.16
"752",0.42
"753",0.16
"754",0.38
"755",0.34
"756",0.23
"757",0.83
"758",0.19
"759",0.28
"760",0.29
"761",0.18
"762",0.18
"763",0.1
"764",0.15
"765",0.3
"766",0.12
"767",0.09
"768",0.13
"769",0.37
"770",0.13
"771",0.1
"772",0.2
"773",0.14
"774",0.26
"775",0.17
"776",0.22
"777",0.14
"778",0.73
"779",0.18
"780",0.12
"781",0.29
"782",0.16
"783",0.42
"784",0.28
"785",0.21
"786",0.18
"787",0.29
"788",0.21
"789",0.46
"790",0.19
"791",0.23
"792",0.4
"793",0.2
"794",0.23
"795",0.22
"796",0.2
"797",0.12
"798",0.49
"799",0.3
"800",0.44
"801",0.48
"802",0.15
"803",0.64
"804",0.36
"805",0.16
"806",0.15
"807",0.27
"808",0.38
"809",0.13
"810",0.22
"811",0.29
"812",0.15
"813",0.15
"814",0.29
"815",0.62
"816",0.21
"817",0.62
"818",0.17
"819",0.34
"820",0.49
"821",0.86
"822",0.23
"823",0.58
"824",0.13
"825",0.28
"826",0.22
"827",0.32
"828",0.36
"829",0.13
"830",0.33
"831",0.27
"832",0.21
"833",0.18
"834",0.39
"835",0.24
"836",0.36
"837",0.37
"838",0.31
"839",0.27
"840",0.3
"841",0.44
"842",0.51
"843",0.24
"844",0.13
"845",0.12
"846",0.37
"847",0.2
"848",0.2
"849",0.25
"850",0.12
"851",0.11
"852",0.15
"853",0.35
"854",0.23
"855",0.25
"856",0.13
"857",0.12
"858",0.5
"859",0.2
"860",0.43
"861",0.51
"862",0.12
"863",0.2
"864",0.29
"865",0.39
"866",0.08
"867",0.28
"868",0.19
"869",0.29
"870",0.2
"871",0.43
"872",0.39
"873",0.18
"874",0.16
"875",0.14
"876",0.26
"877",0.19
"878",0.26
"879",0.25
"880",0.26
"881",0.19
"882",0.11
"883",0.09
"884",0.24
"885",0.62
"886",0.06
"887",0.36
"888",0.48
"889",0.19
"890",0.4
"891",0.19
"892",0.17
"893",0.33
"894",0.33
"895",0.2
"896",0.24
"897",0.47
"898",0.14
"899",0.56
"900",0.5
"901",0.17
"902",0.5
"903",0.2
"904",0.49
"905",0.27
"906",0.53
"907",0.14
"908",0.28
"909",0.2
"910",0.14
"911",0.18
"912",0.27
"913",0.18
"914",0.16
"915",0.48
"916",0.25
"917",0.53
"918",0.2
"919",0.33
"920",0.56
"921",0.29
"922",0.22
"923",0.57
"924",0.21
"925",0.25
"926",0.28
"927",0.13
"928",0.25
"929",0.19
"930",0.46
"931",0.13
"932",0.16
"933",0.11
"934",0.15
"935",0.33
"936",0.64
"937",0.07
"938",0.64
"939",0.21
"940",0.21
"941",0.26
"942",0.31
"943",0.65
"944",0.18
"945",0.24
"946",0.14
"947",0.54
"948",0.27
"949",0.2
"950",0.46
"951",0.47
"952",0.25
"953",0.41
"954",0.21
"955",0.33
"956",0.1
"957",0.47
"958",0.34
"959",0.16
"960",0.21
"961",0.18
"962",0.28
"963",0.19
"964",0.27
"965",0.22
"966",0.57
"967",0.59
"968",0.5
"969",0.45
"970",0.43
"971",0.15
"972",0.12
"973",0.24
"974",0.18
"975",0.19
"976",0.17
"977",0.14
"978",0.17
"979",0.31
"980",0.31
"981",0.45
"982",0.16
"983",0.33
"984",0.62
"985",0.17
"986",0.64
"987",0.71
"988",0.19
"989",0.21
"990",0.22
"991",0.32
"992",0.24
"993",0.27
"994",0.19
"995",0.24
"996",0.39
"997",0.3
"998",0.14
"999",0.13
"1000",0.24
"1001",0.25
"1002",0.29
"1003",0.64
"1004",0.36
"1005",0.14
"1006",0.2
"1007",0.23
"1008",0.58
"1009",0.29
"1010",0.63
"1011",0.53
"1012",0.27
"1013",0.27
"1014",0.6
"1015",0.16
"1016",0.12
"1017",0.16
"1018",0.19
"1019",0.37
"1020",0.48
"1021",0.18
"1022",0.34
"1023",0.13
"1024",0.15
"1025",0.6
"1026",0.17
"1027",0.34
"1028",0.35
"1029",0.62
"1030",0.33
"1031",0.8
"1032",0.25
"1033",0.27
"1034",0.17
"1035",0.78
"1036",0.23
"1037",0.26
"1038",0.82
"1039",0.58
"1040",0.38
"1041",0.5
"1042",0.31
"1043",0.32
"1044",0.16
"1045",0.32
"1046",0.13
"1047",0.43
"1048",0.24
"1049",0.24
"1050",0.2
"1051",0.19
"1052",0.64
"1053",0.16
"1054",0.18
"1055",0.45
"1056",0.51
"1057",0.65
"1058",0.45
"1059",0.14
"1060",0.3
"1061",0.09
"1062",0.1
"1063",0.27
"1064",0.62
"1065",0.16
"1066",0.2
"1067",0.12
"1068",0.22
"1069",0.11
"1070",0.2
"1071",0.45
"1072",0.13
"1073",0.39
"1074",0.17
"1075",0.65
"1076",0.15
"1077",0.64
"1078",0.19
"1079",0.3
"1080",0.41
"1081",0.21
"1082",0.11
"1083",0.31
"1084",0.24
"1085",0.61
"1086",0.17
"1087",0.51
"1088",0.97
"1089",0.09
"1090",0.15
"1091",0.11
"1092",0.08
"1093",0.47
"1094",0.16
"1095",0.13
"1096",0.18
"1097",0.13
"1098",0.16
"1099",0.08
"1100",0.25
"1101",0.16
"1102",0.16
"1103",0.24
"1104",0.07
"1105",0.52
"1106",0.52
"1107",0.26
"1108",0.13
"1109",0.18
"1110",0.17
"1111",0.27
"1112",0.32
"1113",0.25
"1114",0.13
"1115",0.09
"1116",0.14
"1117",0.17
"1118",0.22
"1119",0.59
"1120",0.17
"1121",0.53
"1122",0.15
"1123",0.11
"1124",0.28
"1125",0.31
"1126",0.71
"1127",0.15
"1128",0.45
"1129",0.21
"1130",0.27
"1131",0.16
"1132",0.15
"1133",0.16
"1134",0.39
"1135",0.48
"1136",0.15
"1137",0.23
"1138",0.07
"1139",0.14
"1140",0.1
"1141",0.25
"1142",0.12
"1143",0.3
"1144",0.4
"1145",0.14
"1146",0.26
"1147",0.24
"1148",0.42
"1149",0.11
"1150",0.49
"1151",0.16
"1152",0.18
"1153",0.21
"1154",0.16
"1155",0.33
"1156",0.19
"1157",0.24
"1158",0.25
"1159",0.19
"1160",0.29
"1161",0.31
"1162",0.55
"1163",0.44
"1164",0.33
"1165",0.44
"1166",0.34
"1167",0.12
"1168",0.26
"1169",0.18
"1170",0.19
"1171",0.22
"1172",0.29
"1173",0.4
"1174",0.22
"1175",0.15
"1176",1
"1177",0.09
"1178",0.27
"1179",0.25
"1180",0.14
"1181",0.22
"1182",0.34
"1183",0.96
"1184",0.22
"1185",0.39
"1186",0.11
"1187",0.16
"1188",0.67
"1189",0.36
"1190",0.11
"1191",0.28
"1192",0.12
"1193",0.2
"1194",0.13
"1195",0.15
"1196",0.37
"1197",0.29
"1198",0.21
"1199",0.2
"1200",0.12
"1201",0.2
"1202",0.17
"1203",0.15
"1204",0.25
"1205",0.2
"1206",0.21
"1207",0.17
"1208",0.32
"1209",0.41
"1210",0.37
"1211",0.1
"1212",0.27
"1213",0.25
"1214",0.31
"1215",0.11
"1216",0.21
"1217",0.54
"1218",0.1
"1219",0.19
"1220",0.12
"1221",0.68
"1222",0.26
"1223",0.32
"1224",1
"1225",0.8
"1226",0.18
"1227",0.27
"1228",0.05
"1229",0.17
"1230",0.21
"1231",0.76
"1232",0.36
"1233",0.12
"1234",0.28
"1235",0.23
"1236",0.11
"1237",0.68
"1238",0.33
"1239",0.12
"1240",0.33
"1241",0.27
"1242",0.3
"1243",0.37
"1244",0.28
"1245",0.2
"1246",0.2
"1247",0.19
"1248",0.74
"1249",0.2
"1250",0.31
"1251",0.36
"1252",0.1
"1253",0.13
"1254",0.13
"1255",0.14
"1256",0.24
"1257",0.13
"1258",0.23
"1259",0.21
"1260",0.39
"1261",0.22
"1262",0.26
"1263",0.19
"1264",0.15
"1265",0.12
"1266",0.43
"1267",0.15
"1268",0.15
"1269",0.56
"1270",0.2
"1271",0.35
"1272",0.14
"1273",0.63
"1274",0.14
"1275",0.99
"1276",0.1
"1277",0.49
"1278",0.11
"1279",0.19
"1280",0.18
"1281",0.28
"1282",0.24
"1283",0.15
"1284",0.15
"1285",0.24
"1286",0.19
"1287",0.19
"1288",0.25
"1289",0.13
"1290",0.36
"1291",0.52
"1292",0.17
"1293",0.22
"1294",0.17
"1295",0.39
"1296",0.26
"1297",0.46
"1298",0.26
"1299",0.1
"1300",0.18
"1301",0.28
"1302",0.54
"1303",0.16
"1304",0.3
"1305",0.32
"1306",0.22
"1307",0.62
"1308",0.26
"1309",0.2
"1310",0.19
"1311",0.38
"1312",0.8
"1313",0.25
"1314",0.16
"1315",0.19
"1316",0.17
"1317",0.14
"1318",0.2
"1319",0.15
"1320",0.13
"1321",0.17
"1322",0.15
"1323",0.94
"1324",1
"1325",1
"1326",0.58
"1327",0.13
"1328",0.22
"1329",0.22
"1330",0.31
"1331",0.24
"1332",0.14
"1333",0.13
"1334",0.17
"1335",0.3
"1336",0.1
"1337",0.09
"1338",0.13
"1339",0.23
"1340",0.4
"1341",0.29
"1342",0.65
"1343",0.23
"1344",0.2
"1345",0.28
"1346",0.58
"1347",0.14
"1348",0.47
"1349",0.64
"1350",0.24
"1351",0.14
"1352",0.32
"1353",0.21
"1354",0.21
"1355",0.27
"1356",0.39
"1357",0.32
"1358",0.36
"1359",0.19
"1360",0.25
"1361",0.28
"1362",0.21
"1363",0.33
"1364",0.12
"1365",0.12
"1366",0.62
"1367",0.08
"1368",0.14
"1369",0.18
"1370",0.21
"1371",0.35
"1372",0.14
"1373",0.26
"1374",0.67
"1375",0.98
"1376",0.97
"1377",0.36
"1378",0.99
"1379",0.13
"1380",0.28
"1381",0.1
"1382",0.15
"1383",0.19
"1384",0.13
"1385",0.72
"1386",0.26
"1387",0.27
"1388",0.15
"1389",0.08
"1390",0.4
"1391",0.18
"1392",0.14
"1393",0.24
"1394",0.12
"1395",0.2
"1396",0.18
"1397",0.2
"1398",0.15
"1399",0.13
"1400",0.16
"1401",0.11
"1402",0.15
"1403",0.15
"1404",0.23
"1405",0.11
"1406",0.21
"1407",0.17
"1408",0.27
"1409",0.12
"1410",0.3
"1411",0.25
"1412",0.17
"1413",0.17
"1414",0.12
"1415",0.12
"1416",0.51
"1417",0.26
"1418",0.25
"1419",0.36
"1420",0.16
"1421",0.19
"1422",0.13
"1423",0.65
"1424",0.55
"1425",0.21
"1426",1
"1427",0.81
"1428",1
"1429",0.98
"1430",1
"1431",0.6
"1432",0.2
"1433",0.25
"1434",0.24
"1435",0.12
"1436",0.12
"1437",0.13
"1438",0.25
"1439",0.08
"1440",0.16
"1441",0.14
"1442",0.23
"1443",0.48
"1444",0.12
"1445",0.28
"1446",0.16
"1447",0.33
"1448",0.13
"1449",0.17
"1450",0.22
"1451",0.38
"1452",0.59
"1453",0.13
"1454",0.59
"1455",0.1
"1456",0.18
"1457",0.2
"1458",0.12
"1459",0.36
"1460",0.17
"1461",0.15
"1462",0.23
"1463",0.1
"1464",0.41
"1465",0.26
"1466",0.31
"1467",0.18
"1468",0.25
"1469",0.23
"1470",0.19
"1471",0.53
"1472",0.16
"1473",0.16
"1474",0.36
"1475",0.07
"1476",0.2
"1477",0.44
"1478",0.09
"1479",0.38
"1480",0.44
"1481",0.13
"1482",0.08
"1483",0.14
"1484",0.75
"1485",0.23
"1486",0.16
"1487",0.42
"1488",0.23
"1489",0.77
"1490",0.22
"1491",0.18
"1492",0.13
"1493",0.17
"1494",0.51
"1495",0.15
"1496",0.42
"1497",0.12
"1498",0.47
"1499",0.14
"1500",0.13
"1501",0.38
"1502",0.18
"1503",0.2
"1504",0.38
"1505",0.43
"1506",0.25
"1507",0.26
"1508",0.11
"1509",0.21
"1510",0.09
"1511",0.15
"1512",0.22
"1513",0.09
"1514",0.23
"1515",0.16
"1516",0.33
"1517",0.07
"1518",0.32
"1519",0.16
"1520",0.18
"1521",0.11
"1522",0.19
"1523",0.5
"1524",0.18
"1525",0.15
"1526",0.24
"1527",0.17
"1528",0.19
"1529",0.18
"1530",0.17
"1531",0.2
"1532",0.6
"1533",0.15
"1534",0.09
"1535",0.42
"1536",0.41
"1537",0.05
"1538",0.17
"1539",0.39
"1540",0.22
"1541",0.21
"1542",0.34
"1543",0.34
"1544",0.42
"1545",0.09
"1546",0.2
"1547",0.23
"1548",0.15
"1549",0.07
"1550",0.18
"1551",0.1
"1552",0.14
"1553",0.33
"1554",0.27
"1555",0.33
"1556",0.15
"1557",0.25
"1558",0.2
"1559",0.48
"1560",0.1
"1561",0.71
"1562",0.15
"1563",0.09
"1564",0.02
"1565",0.06
"1566",0.34
"1567",0.13
"1568",0.09
"1569",0.28
"1570",0.42
"1571",0.29
"1572",0.12
"1573",0.29
"1574",0.23
"1575",0.25
"1576",0.35
"1577",0.25
"1578",0.41
"1579",0.27
"1580",0.3
"1581",0.32
"1582",0.2
"1583",0.11
"1584",0.17
"1585",0.14
"1586",0.53
"1587",0.15
"1588",0.58
"1589",0.1
"1590",0.4
"1591",0.07
"1592",0.08
"1593",0.09
"1594",0.17
"1595",0.23
"1596",0.23
"1597",0.5
"1598",0.33
"1599",0.18
"1600",0.26
"1601",0.31
"1602",0.2
"1603",0.19
"1604",0.53
"1605",0.27
"1606",0.26
"1607",0.19
"1608",0.17
"1609",0.27
"1610",0.23
"1611",0.19
"1612",0.35
"1613",0.63
"1614",0.19
"1615",0.72
"1616",0.22
"1617",0.39
"1618",0.26
"1619",0.36
"1620",0.17
"1621",0.09
"1622",0.05
"1623",0.25
"1624",0.13
"1625",0.18
"1626",0.26
"1627",0.08
"1628",0.13
"1629",0.42
"1630",0.21
"1631",0.19
"1632",0.2
"1633",0.21
"1634",0.39
"1635",0.24
"1636",0.31
"1637",0.56
"1638",0.32
"1639",0.66
"1640",0.16
"1641",0.27
"1642",0.29
"1643",0.52
"1644",0.17
"1645",0.22
"1646",0.16
"1647",0.16
"1648",0.12
"1649",0.17
"1650",0.15
"1651",0.25
"1652",0.17
"1653",0.1
"1654",0.25
"1655",0.81
"1656",0.28
"1657",0.27
"1658",0.16
"1659",0.22
"1660",0.43
"1661",0.25
"1662",0.23
"1663",0.4
"1664",0.17
"1665",0.43
"1666",0.25
"1667",0.39
"1668",0.49
"1669",0.17
"1670",0.28
"1671",0.3
"1672",0.24
"1673",0.22
"1674",0.21
"1675",0.19
"1676",0.53
"1677",0.08
"1678",0.03
"1679",0.08
"1680",0.19
"1681",0.26
"1682",0.19
"1683",0.22
"1684",0.15
"1685",0.14
"1686",0.23
"1687",0.34
"1688",0.22
"1689",0.31
"1690",0.52
"1691",0.17
"1692",0.15
"1693",0.26
"1694",0.13
"1695",0.22
"1696",0.2
"1697",0.26
"1698",0.26
"1699",0.24
"1700",0.46
"1701",0.45
"1702",0.15
"1703",0.23
"1704",0.13
"1705",0.17
"1706",0.17
"1707",0.5
"1708",0.39
"1709",0.23
"1710",0.36
"1711",0.51
"1712",0.18
"1713",0.37
"1714",0.15
"1715",0.2
"1716",0.11
"1717",0.62
"1718",0.19
"1719",0.29
"1720",0.35
"1721",0.22
"1722",0.2
"1723",0.29
"1724",0.11
"1725",0.21
"1726",0.31
"1727",0.27
"1728",0.16
"1729",0.24
"1730",0.59
"1731",0.25
"1732",0.32
"1733",0.13
"1734",0.27
"1735",0.14
"1736",0.27
"1737",0.2
"1738",0.58
"1739",0.23
"1740",0.3
"1741",0.11
"1742",0.15
"1743",0.15
"1744",0.25
"1745",0.11
"1746",0.17
"1747",0.19
"1748",0.32
"1749",0.2
"1750",0.26
"1751",0.25
"1752",0.69
"1753",0.18
"1754",0.18
"1755",0.1
"1756",0.14
"1757",0.66
"1758",0.71
"1759",0.19
"1760",0.15
"1761",0.19
"1762",0.53
"1763",0.48
"1764",0.08
"1765",0.15
"1766",0.33
"1767",0.69
"1768",0.22
"1769",0.56
"1770",0.26
"1771",0.1
"1772",0.3
"1773",0.35
"1774",0.31
"1775",0.36
"1776",0.27
"1777",0.19
"1778",0.3
"1779",0.2
"1780",0.19
"1781",0.42
"1782",0.28
"1783",0.28
"1784",0.16
"1785",0.12
"1786",0.34
"1787",0.09
"1788",0.19
"1789",0.39
"1790",0.18
"1791",0.16
"1792",0.16
"1793",0.06
"1794",0.34
"1795",0.13
"1796",0.24
"1797",0.34
"1798",0.2
"1799",0.18
"1800",0.21
"1801",0.08
"1802",0.47
"1803",0.2
"1804",0.17
"1805",0.21
"1806",0.25
"1807",0.21
"1808",0.19
"1809",0.11
"1810",0.25
"1811",0.3
"1812",0.15
"1813",0.12
"1814",0.12
"1815",0.16
"1816",0.49
"1817",0.29
"1818",0.09
"1819",0.31
"1820",0.19
"1821",0.43
"1822",0.58
"1823",0.44
"1824",0.38
"1825",0.11
"1826",0.17
"1827",0.31
"1828",0.24
"1829",0.59
"1830",0.79
"1831",0.16
"1832",0.14
"1833",0.19
"1834",0.11
"1835",0.24
"1836",0.13
"1837",0.27
"1838",0.18
"1839",0.09
"1840",0.09
"1841",0.49
"1842",0.37
"1843",0.17
"1844",0.32
"1845",0.07
"1846",0.2
"1847",0.33
"1848",0.12
"1849",0.21
"1850",0.13
"1851",0.12
"1852",0.22
"1853",0.17
"1854",0.34
"1855",0.26
"1856",0.17
"1857",0.15
"1858",0.18
"1859",0.18
"1860",0.15
"1861",0.28
"1862",0.26
"1863",0.34
"1864",0.25
"1865",0.16
"1866",0.15
"1867",0.14
"1868",0.37
"1869",0.22
"1870",0.19
"1871",0.37
"1872",0.22
"1873",0.12
"1874",0.21
"1875",0.16
"1876",0.1
"1877",0.16
